[1637, 1070]
[paragraph, [51.0, 84.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 120.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 156.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 192.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 228.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 264.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 300.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 336.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 372.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 408.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 444.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 480.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 516.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 552.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 588.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 624.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 660.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 696.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 732.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 768.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 804.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 840.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 876.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 912.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 948.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 984.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 1020.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 1056.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 1092.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 1128.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 1164.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 1200.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 1236.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[paragraph, [51.0, 1272.0, 897.0, 36.0], shoonya_0sZYGRONVP1WD0, 5654359]
[author, [805.0, 1340.0, 118.0, 36.0], shoonya_3sEYJXCVQGAPAO, 5654359]
[author, [805.0, 1376.0, 118.0, 36.0], shoonya_3sEYJXCVQGAPAO, 5654359]
