[1244, 907]
[chapter-title, [232.0, 55.0, 316.0, 30.0], Mu6MFME96a, 5775881]
[paragraph, [79.0, 97.0, 622.0, 18.0], shoonya_3sO5CJV250OGOC, 5775881]
[paragraph, [79.0, 115.0, 622.0, 18.0], shoonya_3sO5CJV250OGOC, 5775881]
[paragraph, [79.0, 133.0, 622.0, 18.0], shoonya_3sO5CJV250OGOC, 5775881]
[paragraph, [79.0, 151.0, 622.0, 18.0], shoonya_3sO5CJV250OGOC, 5775881]
[paragraph, [79.0, 169.0, 622.0, 18.0], shoonya_3sO5CJV250OGOC, 5775881]
[paragraph, [79.0, 187.0, 622.0, 18.0], shoonya_3sO5CJV250OGOC, 5775881]
[paragraph, [79.0, 205.0, 622.0, 18.0], shoonya_3sO5CJV250OGOC, 5775881]
[paragraph, [102.0, 220.0, 301.0, 18.0], shoonya_7sVCBIPZG4Z5D2, 5775881]
[paragraph, [79.0, 247.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 265.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 283.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 301.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 319.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 337.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 355.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 373.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 391.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 409.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 427.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 445.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 463.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 481.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 499.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [79.0, 517.0, 624.0, 18.0], shoonya_0sOTOZSUHNPZH9, 5775881]
[paragraph, [81.0, 548.0, 621.0, 18.0], shoonya_4sFLNJK3NAKA3Q, 5775881]
[paragraph, [81.0, 566.0, 621.0, 18.0], shoonya_4sFLNJK3NAKA3Q, 5775881]
[paragraph, [82.0, 597.0, 621.0, 18.0], shoonya_5s8A0WWIFWU7S5, 5775881]
[paragraph, [82.0, 615.0, 621.0, 18.0], shoonya_5s8A0WWIFWU7S5, 5775881]
[paragraph, [82.0, 633.0, 621.0, 18.0], shoonya_5s8A0WWIFWU7S5, 5775881]
[paragraph, [82.0, 651.0, 621.0, 18.0], shoonya_5s8A0WWIFWU7S5, 5775881]
[paragraph, [82.0, 672.0, 621.0, 18.0], shoonya_6sNAAMEXL2PXL5, 5775881]
[paragraph, [82.0, 690.0, 621.0, 18.0], shoonya_6sNAAMEXL2PXL5, 5775881]
[paragraph, [83.0, 723.0, 620.0, 18.0], shoonya_1sVQCLSEPPWYQQ, 5775881]
[paragraph, [83.0, 741.0, 620.0, 18.0], shoonya_1sVQCLSEPPWYQQ, 5775881]
[paragraph, [83.0, 759.0, 620.0, 18.0], shoonya_1sVQCLSEPPWYQQ, 5775881]
[paragraph, [83.0, 777.0, 620.0, 18.0], shoonya_1sVQCLSEPPWYQQ, 5775881]
[paragraph, [83.0, 795.0, 620.0, 18.0], shoonya_1sVQCLSEPPWYQQ, 5775881]
[paragraph, [83.0, 813.0, 620.0, 18.0], shoonya_1sVQCLSEPPWYQQ, 5775881]
[paragraph, [83.0, 831.0, 620.0, 18.0], shoonya_1sVQCLSEPPWYQQ, 5775881]
[paragraph, [83.0, 849.0, 620.0, 18.0], shoonya_1sVQCLSEPPWYQQ, 5775881]
[paragraph, [83.0, 867.0, 620.0, 18.0], shoonya_1sVQCLSEPPWYQQ, 5775881]
[paragraph, [83.0, 885.0, 620.0, 18.0], shoonya_1sVQCLSEPPWYQQ, 5775881]
[paragraph, [83.0, 920.0, 624.0, 18.0], shoonya_2s3V5LVCU289BU, 5775881]
[paragraph, [83.0, 938.0, 624.0, 18.0], shoonya_2s3V5LVCU289BU, 5775881]
[paragraph, [83.0, 956.0, 624.0, 18.0], shoonya_2s3V5LVCU289BU, 5775881]
[paragraph, [83.0, 974.0, 624.0, 18.0], shoonya_2s3V5LVCU289BU, 5775881]
[paragraph, [83.0, 992.0, 624.0, 18.0], shoonya_2s3V5LVCU289BU, 5775881]
[paragraph, [83.0, 1010.0, 624.0, 18.0], shoonya_2s3V5LVCU289BU, 5775881]
[paragraph, [83.0, 1028.0, 624.0, 18.0], shoonya_2s3V5LVCU289BU, 5775881]
[paragraph, [83.0, 1046.0, 624.0, 18.0], shoonya_2s3V5LVCU289BU, 5775881]
[paragraph, [83.0, 1064.0, 624.0, 18.0], shoonya_2s3V5LVCU289BU, 5775881]
