[842, 595]
[placeholder-text, [0.0, 90.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 108.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 126.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 144.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 162.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 180.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 198.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 216.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 234.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 252.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 270.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 288.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 306.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 324.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 342.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 360.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 378.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 396.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 414.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 432.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 450.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 468.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 486.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 504.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 522.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 540.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 558.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 576.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 594.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 612.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 630.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 648.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 666.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 684.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[placeholder-text, [0.0, 702.0, 590.0, 18.0], shoonya_0s17KUTCDPAXYP, 5773142]
[folio, [63.0, 738.0, 67.0, 18.0], shoonya_26s78LHW8LTOA3, 5773142]
[folio, [482.0, 743.0, 62.0, 18.0], shoonya_20sJYAOQMLUS3I, 5773142]
