[861, 612]
[section-title, [246.0, 6.0, 91.0, 30.0], GUWUEBS1yX, 6459897]
[paragraph, [104.0, 53.0, 284.0, 18.0], SG-chgCxc3, 6459897]
[paragraph, [104.0, 71.0, 284.0, 18.0], SG-chgCxc3, 6459897]
[paragraph, [104.0, 89.0, 284.0, 18.0], SG-chgCxc3, 6459897]
[paragraph, [104.0, 107.0, 284.0, 18.0], SG-chgCxc3, 6459897]
[paragraph, [104.0, 125.0, 284.0, 18.0], SG-chgCxc3, 6459897]
[paragraph, [104.0, 143.0, 284.0, 18.0], SG-chgCxc3, 6459897]
[paragraph, [104.0, 161.0, 284.0, 18.0], SG-chgCxc3, 6459897]
[paragraph, [62.0, 191.0, 447.0, 18.0], aW6crmfdc0, 6459897]
[paragraph, [62.0, 209.0, 447.0, 18.0], aW6crmfdc0, 6459897]
[paragraph, [62.0, 227.0, 447.0, 18.0], aW6crmfdc0, 6459897]
[paragraph, [62.0, 245.0, 447.0, 18.0], aW6crmfdc0, 6459897]
[paragraph, [62.0, 263.0, 447.0, 18.0], aW6crmfdc0, 6459897]
[paragraph, [59.0, 286.0, 456.0, 18.0], PN-hS45Ke2, 6459897]
[paragraph, [59.0, 304.0, 456.0, 18.0], PN-hS45Ke2, 6459897]
[paragraph, [59.0, 322.0, 456.0, 18.0], PN-hS45Ke2, 6459897]
[paragraph, [59.0, 340.0, 456.0, 18.0], PN-hS45Ke2, 6459897]
[paragraph, [59.0, 358.0, 456.0, 18.0], PN-hS45Ke2, 6459897]
[paragraph, [64.0, 385.0, 457.0, 18.0], BuH1KwunR4, 6459897]
[paragraph, [64.0, 403.0, 457.0, 18.0], BuH1KwunR4, 6459897]
[paragraph, [64.0, 421.0, 457.0, 18.0], BuH1KwunR4, 6459897]
[paragraph, [64.0, 439.0, 457.0, 18.0], BuH1KwunR4, 6459897]
[paragraph, [64.0, 457.0, 457.0, 18.0], BuH1KwunR4, 6459897]
[paragraph, [64.0, 475.0, 457.0, 18.0], BuH1KwunR4, 6459897]
[paragraph, [64.0, 493.0, 457.0, 18.0], BuH1KwunR4, 6459897]
[paragraph, [64.0, 511.0, 457.0, 18.0], BuH1KwunR4, 6459897]
[paragraph, [64.0, 529.0, 457.0, 18.0], BuH1KwunR4, 6459897]
[paragraph, [60.0, 548.0, 456.0, 18.0], -RWfrL_Y6k, 6459897]
[paragraph, [60.0, 566.0, 456.0, 18.0], -RWfrL_Y6k, 6459897]
[paragraph, [60.0, 584.0, 456.0, 18.0], -RWfrL_Y6k, 6459897]
[paragraph, [60.0, 602.0, 456.0, 18.0], -RWfrL_Y6k, 6459897]
[paragraph, [60.0, 620.0, 456.0, 18.0], -RWfrL_Y6k, 6459897]
[paragraph, [55.0, 650.0, 474.0, 18.0], qkbMuvKjBb, 6459897]
[paragraph, [55.0, 668.0, 474.0, 18.0], qkbMuvKjBb, 6459897]
[paragraph, [55.0, 686.0, 474.0, 18.0], qkbMuvKjBb, 6459897]
[paragraph, [55.0, 704.0, 474.0, 18.0], qkbMuvKjBb, 6459897]
[paragraph, [55.0, 722.0, 474.0, 18.0], qkbMuvKjBb, 6459897]
[paragraph, [55.0, 740.0, 474.0, 18.0], qkbMuvKjBb, 6459897]
[paragraph, [55.0, 758.0, 474.0, 18.0], qkbMuvKjBb, 6459897]
[paragraph, [55.0, 776.0, 474.0, 18.0], qkbMuvKjBb, 6459897]
