[2234, 1660]
[flag, [715.0, 40.0, 322.0, 36.0], shoonya_14s217FZ2JJJUY, 5654535]
[flag, [715.0, 76.0, 322.0, 36.0], shoonya_14s217FZ2JJJUY, 5654535]
[flag, [715.0, 112.0, 322.0, 36.0], shoonya_14s217FZ2JJJUY, 5654535]
[flag, [715.0, 148.0, 322.0, 36.0], shoonya_14s217FZ2JJJUY, 5654535]
[flag, [715.0, 184.0, 322.0, 36.0], shoonya_14s217FZ2JJJUY, 5654535]
[flag, [715.0, 220.0, 322.0, 36.0], shoonya_14s217FZ2JJJUY, 5654535]
[folio, [102.0, 187.0, 292.0, 36.0], shoonya_20s08BSAYD27ON, 5654535]
[paragraph, [867.0, 273.0, 762.0, 36.0], shoonya_9sKWZFBI3U1AV3, 5654535]
[paragraph, [867.0, 309.0, 762.0, 36.0], shoonya_9sKWZFBI3U1AV3, 5654535]
[paragraph, [107.0, 274.0, 731.0, 36.0], shoonya_2sLTTEKAWD4V6V, 5654535]
[paragraph, [107.0, 310.0, 731.0, 36.0], shoonya_2sLTTEKAWD4V6V, 5654535]
[paragraph, [107.0, 346.0, 731.0, 36.0], shoonya_2sLTTEKAWD4V6V, 5654535]
[paragraph, [107.0, 382.0, 731.0, 36.0], shoonya_2sLTTEKAWD4V6V, 5654535]
[paragraph, [107.0, 418.0, 731.0, 36.0], shoonya_2sLTTEKAWD4V6V, 5654535]
[paragraph, [107.0, 454.0, 731.0, 36.0], shoonya_2sLTTEKAWD4V6V, 5654535]
[paragraph, [107.0, 490.0, 731.0, 36.0], shoonya_2sLTTEKAWD4V6V, 5654535]
[paragraph, [107.0, 526.0, 731.0, 36.0], shoonya_2sLTTEKAWD4V6V, 5654535]
[paragraph, [107.0, 562.0, 731.0, 36.0], shoonya_2sLTTEKAWD4V6V, 5654535]
[paragraph, [107.0, 598.0, 731.0, 36.0], shoonya_2sLTTEKAWD4V6V, 5654535]
[author, [1338.0, 368.0, 288.0, 36.0], shoonya_17sJJJ5DKF1XNY, 5654535]
[paragraph, [866.0, 413.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 449.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 485.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 521.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 557.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 593.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 629.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 665.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 701.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 737.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 773.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 809.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 845.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 881.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [866.0, 917.0, 762.0, 36.0], shoonya_6sQHRU8LJUJ3U7, 5654535]
[paragraph, [108.0, 643.0, 727.0, 36.0], shoonya_5sTKUCQ7DJR3XO, 5654535]
[paragraph, [108.0, 679.0, 727.0, 36.0], shoonya_5sTKUCQ7DJR3XO, 5654535]
[author, [449.0, 737.0, 385.0, 36.0], shoonya_12s5AU1F8LDAZ1, 5654535]
[paragraph, [95.0, 775.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[paragraph, [95.0, 811.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[paragraph, [95.0, 847.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[paragraph, [95.0, 883.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[paragraph, [95.0, 919.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[paragraph, [95.0, 955.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[paragraph, [95.0, 991.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[paragraph, [95.0, 1027.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[paragraph, [95.0, 1063.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[paragraph, [95.0, 1099.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[paragraph, [95.0, 1135.0, 744.0, 36.0], shoonya_3s7JJZQKGM95B3, 5654535]
[author, [1191.0, 974.0, 428.0, 36.0], rKzEic9MVw, 5654535]
[paragraph, [863.0, 1009.0, 768.0, 36.0], shoonya_8sZYFLHL07P1PG, 5654535]
[paragraph, [863.0, 1045.0, 768.0, 36.0], shoonya_8sZYFLHL07P1PG, 5654535]
[paragraph, [863.0, 1081.0, 768.0, 36.0], shoonya_8sZYFLHL07P1PG, 5654535]
[paragraph, [863.0, 1117.0, 768.0, 36.0], shoonya_8sZYFLHL07P1PG, 5654535]
[paragraph, [863.0, 1153.0, 768.0, 36.0], shoonya_8sZYFLHL07P1PG, 5654535]
[paragraph, [863.0, 1189.0, 768.0, 36.0], shoonya_8sZYFLHL07P1PG, 5654535]
[author, [479.0, 1192.0, 354.0, 36.0], shoonya_16sV3DIKUL8A46, 5654535]
[paragraph, [76.0, 1231.0, 759.0, 36.0], shoonya_1sVQUAF8NJ1F7J, 5654535]
[paragraph, [76.0, 1267.0, 759.0, 36.0], shoonya_1sVQUAF8NJ1F7J, 5654535]
[paragraph, [76.0, 1303.0, 759.0, 36.0], shoonya_1sVQUAF8NJ1F7J, 5654535]
[paragraph, [76.0, 1339.0, 759.0, 36.0], shoonya_1sVQUAF8NJ1F7J, 5654535]
[paragraph, [76.0, 1375.0, 759.0, 36.0], shoonya_1sVQUAF8NJ1F7J, 5654535]
[paragraph, [76.0, 1411.0, 759.0, 36.0], shoonya_1sVQUAF8NJ1F7J, 5654535]
[paragraph, [76.0, 1447.0, 759.0, 36.0], shoonya_1sVQUAF8NJ1F7J, 5654535]
[paragraph, [76.0, 1483.0, 759.0, 36.0], shoonya_1sVQUAF8NJ1F7J, 5654535]
[paragraph, [76.0, 1519.0, 759.0, 36.0], shoonya_1sVQUAF8NJ1F7J, 5654535]
[paragraph, [76.0, 1555.0, 759.0, 36.0], shoonya_1sVQUAF8NJ1F7J, 5654535]
[author, [1291.0, 1243.0, 333.0, 36.0], ge5hpvomNF, 5654535]
[paragraph, [867.0, 1278.0, 760.0, 36.0], shoonya_10s64NI85OQIZS, 5654535]
[paragraph, [867.0, 1314.0, 760.0, 36.0], shoonya_10s64NI85OQIZS, 5654535]
[paragraph, [867.0, 1350.0, 760.0, 36.0], shoonya_10s64NI85OQIZS, 5654535]
[paragraph, [867.0, 1386.0, 760.0, 36.0], shoonya_10s64NI85OQIZS, 5654535]
[paragraph, [867.0, 1422.0, 760.0, 36.0], shoonya_10s64NI85OQIZS, 5654535]
[paragraph, [867.0, 1458.0, 760.0, 36.0], shoonya_10s64NI85OQIZS, 5654535]
[paragraph, [867.0, 1494.0, 760.0, 36.0], shoonya_10s64NI85OQIZS, 5654535]
[paragraph, [867.0, 1530.0, 760.0, 36.0], shoonya_10s64NI85OQIZS, 5654535]
[paragraph, [867.0, 1566.0, 760.0, 36.0], shoonya_10s64NI85OQIZS, 5654535]
[author, [543.0, 1604.0, 290.0, 36.0], shoonya_7s0E53DBLBCMWD, 5654535]
[author, [1195.0, 1604.0, 424.0, 36.0], mR8BETsc3P, 5654535]
[author, [1195.0, 1640.0, 424.0, 36.0], mR8BETsc3P, 5654535]
[paragraph, [55.0, 1630.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 1666.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 1702.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 1738.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 1774.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 1810.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 1846.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 1882.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 1918.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 1954.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 1990.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 2026.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 2062.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [55.0, 2098.0, 782.0, 36.0], shoonya_0sXDGCQTSA40RS, 5654535]
[paragraph, [862.0, 1660.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 1696.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 1732.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 1768.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 1804.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 1840.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 1876.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 1912.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 1948.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 1984.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 2020.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 2056.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[paragraph, [862.0, 2092.0, 764.0, 36.0], shoonya_4sCB2DXPEVNXK7, 5654535]
[author, [1239.0, 2099.0, 381.0, 36.0], janeviYo7O, 5654535]
[author, [1239.0, 2135.0, 381.0, 36.0], janeviYo7O, 5654535]
[folio, [750.0, 2170.0, 182.0, 36.0], shoonya_13sF3NTRICPCX9, 5654535]
