[2339, 1609]
[folio, [831.0, 118.0, 554.0, 36.0], 5pj-afJSDh, 5656547]
[folio, [228.0, 126.0, 403.0, 36.0], bMu6eJZhPM, 5656547]
[author, [300.0, 343.0, 1013.0, 36.0], shoonya_6sEUS16U5JJEW8, 5656547]
[contact-info, [333.0, 403.0, 938.0, 36.0], 51KVBgZEqs, 5656547]
[contact-info, [333.0, 439.0, 938.0, 36.0], 51KVBgZEqs, 5656547]
[contact-info, [333.0, 475.0, 938.0, 36.0], 51KVBgZEqs, 5656547]
[contact-info, [333.0, 511.0, 938.0, 36.0], 51KVBgZEqs, 5656547]
[paragraph, [109.0, 696.0, 1380.0, 36.0], shoonya_3sBNID8THFBVOC, 5656547]
[paragraph, [109.0, 732.0, 1380.0, 36.0], shoonya_3sBNID8THFBVOC, 5656547]
[paragraph, [109.0, 768.0, 1380.0, 36.0], shoonya_3sBNID8THFBVOC, 5656547]
[paragraph, [109.0, 804.0, 1380.0, 36.0], shoonya_3sBNID8THFBVOC, 5656547]
[paragraph, [109.0, 840.0, 1380.0, 36.0], shoonya_3sBNID8THFBVOC, 5656547]
[paragraph, [109.0, 876.0, 1380.0, 36.0], shoonya_3sBNID8THFBVOC, 5656547]
[paragraph, [109.0, 912.0, 1380.0, 36.0], shoonya_3sBNID8THFBVOC, 5656547]
[paragraph, [109.0, 948.0, 1380.0, 36.0], shoonya_3sBNID8THFBVOC, 5656547]
[paragraph, [109.0, 984.0, 1380.0, 36.0], shoonya_3sBNID8THFBVOC, 5656547]
[paragraph, [109.0, 1020.0, 1380.0, 36.0], shoonya_3sBNID8THFBVOC, 5656547]
[paragraph, [114.0, 1100.0, 1392.0, 36.0], shoonya_1sIEH0YHHF0PVJ, 5656547]
[paragraph, [114.0, 1136.0, 1392.0, 36.0], shoonya_1sIEH0YHHF0PVJ, 5656547]
[paragraph, [114.0, 1172.0, 1392.0, 36.0], shoonya_1sIEH0YHHF0PVJ, 5656547]
[paragraph, [114.0, 1208.0, 1392.0, 36.0], shoonya_1sIEH0YHHF0PVJ, 5656547]
[paragraph, [114.0, 1244.0, 1392.0, 36.0], shoonya_1sIEH0YHHF0PVJ, 5656547]
[paragraph, [114.0, 1280.0, 1392.0, 36.0], shoonya_1sIEH0YHHF0PVJ, 5656547]
[paragraph, [114.0, 1316.0, 1392.0, 36.0], shoonya_1sIEH0YHHF0PVJ, 5656547]
[paragraph, [114.0, 1352.0, 1392.0, 36.0], shoonya_1sIEH0YHHF0PVJ, 5656547]
[paragraph, [114.0, 1388.0, 1392.0, 36.0], shoonya_1sIEH0YHHF0PVJ, 5656547]
[paragraph, [114.0, 1424.0, 1392.0, 36.0], shoonya_1sIEH0YHHF0PVJ, 5656547]
[paragraph, [104.0, 1488.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1524.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1560.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1596.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1632.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1668.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1704.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1740.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1776.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1812.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1848.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1884.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1920.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[paragraph, [104.0, 1956.0, 1400.0, 36.0], shoonya_0sKG4XSF0PHG3Z, 5656547]
[folio, [901.0, 2138.0, 564.0, 36.0], sdCgX5ClT1, 5656547]
[folio, [901.0, 2174.0, 564.0, 36.0], sdCgX5ClT1, 5656547]
[folio, [152.0, 2148.0, 546.0, 36.0], Ez6SAJTi7U, 5656547]
