[1418, 1064]
[chapter-title, [121.0, 81.0, 560.0, 30.0], shoonya_0s5OPE3VQFMHK7, 6468711]
[chapter-title, [121.0, 111.0, 560.0, 30.0], shoonya_0s5OPE3VQFMHK7, 6468711]
[chapter-title, [121.0, 141.0, 560.0, 30.0], shoonya_0s5OPE3VQFMHK7, 6468711]
[paragraph, [108.0, 225.0, 847.0, 18.0], zGvRH8D9pG, 6468711]
[paragraph, [108.0, 243.0, 847.0, 18.0], zGvRH8D9pG, 6468711]
[paragraph, [108.0, 261.0, 847.0, 18.0], zGvRH8D9pG, 6468711]
[paragraph, [108.0, 279.0, 847.0, 18.0], zGvRH8D9pG, 6468711]
[paragraph, [108.0, 297.0, 847.0, 18.0], zGvRH8D9pG, 6468711]
[paragraph, [108.0, 315.0, 847.0, 18.0], zGvRH8D9pG, 6468711]
[paragraph, [108.0, 333.0, 847.0, 18.0], zGvRH8D9pG, 6468711]
[paragraph, [108.0, 351.0, 847.0, 18.0], zGvRH8D9pG, 6468711]
[paragraph, [108.0, 369.0, 847.0, 18.0], zGvRH8D9pG, 6468711]
[section-title, [108.0, 405.0, 387.0, 30.0], BnrJ5vEpH7, 6468711]
[paragraph, [110.0, 455.0, 848.0, 18.0], 6wIBUm_9Rk, 6468711]
[paragraph, [110.0, 473.0, 848.0, 18.0], 6wIBUm_9Rk, 6468711]
[paragraph, [110.0, 491.0, 848.0, 18.0], 6wIBUm_9Rk, 6468711]
[paragraph, [110.0, 509.0, 848.0, 18.0], 6wIBUm_9Rk, 6468711]
[sub-section-title, [108.0, 547.0, 200.0, 25.5], h6Fl-UPSun, 6468711]
[paragraph, [163.0, 603.0, 795.0, 18.0], uVCv1g5dKz, 6468711]
[paragraph, [163.0, 621.0, 795.0, 18.0], uVCv1g5dKz, 6468711]
[paragraph, [163.0, 639.0, 795.0, 18.0], uVCv1g5dKz, 6468711]
[paragraph, [163.0, 657.0, 795.0, 18.0], uVCv1g5dKz, 6468711]
[paragraph, [163.0, 675.0, 795.0, 18.0], uVCv1g5dKz, 6468711]
[paragraph, [163.0, 693.0, 795.0, 18.0], uVCv1g5dKz, 6468711]
[paragraph, [160.0, 725.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[paragraph, [160.0, 743.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[paragraph, [160.0, 761.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[paragraph, [160.0, 779.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[paragraph, [160.0, 797.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[paragraph, [160.0, 815.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[paragraph, [160.0, 833.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[paragraph, [160.0, 851.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[paragraph, [160.0, 869.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[paragraph, [160.0, 887.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[paragraph, [160.0, 905.0, 355.0, 18.0], BPWIzeXjXz, 6468711]
[section-title, [533.0, 766.0, 257.0, 30.0], 6iBd1OeBob, 6468711]
[unordered-list, [535.0, 815.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 833.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 851.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 869.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 887.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 905.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 923.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 941.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 959.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 977.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 995.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1013.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1031.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1049.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1067.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1085.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1103.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1121.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1139.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1157.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1175.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1193.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1211.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1229.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1247.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[unordered-list, [535.0, 1265.0, 407.0, 18.0], AOt_sHUxpK, 6468711]
[section-title, [108.0, 942.0, 120.0, 30.0], sh5ZOoSYcQ, 6468711]
[paragraph, [108.0, 994.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1012.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1030.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1048.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1066.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1084.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1102.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1120.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1138.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1156.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1174.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1192.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[paragraph, [108.0, 1210.0, 407.0, 18.0], m3rlJ6kWEv, 6468711]
[folio, [111.0, 1323.0, 253.0, 18.0], eVxz4udzVl, 6468711]
