[1461, 1106]
[section-title, [409.0, 128.0, 269.0, 30.0], jxSHXo8hpQ, 5759534]
[unordered-list, [227.0, 178.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 196.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 214.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 232.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 250.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 268.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 286.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 304.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 322.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 340.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 358.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 376.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 394.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 412.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 430.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 448.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[unordered-list, [227.0, 466.0, 638.0, 18.0], shoonya_2s731IOTA57JTO, 5759534]
[section-title, [120.0, 523.0, 648.0, 30.0], fevOl4p8mR, 5759534]
[paragraph, [125.0, 570.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 588.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 606.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 624.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 642.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 660.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 678.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 696.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 714.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 732.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 750.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[paragraph, [125.0, 768.0, 842.0, 18.0], shoonya_4sHNY7LBXNF3BH, 5759534]
[folio, [760.0, 1341.0, 145.0, 18.0], shoonya_3sAW92ZSNXQ94V, 5759534]
[folio, [760.0, 1359.0, 145.0, 18.0], shoonya_3sAW92ZSNXQ94V, 5759534]
