[709, 412]
[folio, [171.0, 25.0, 55.0, 18.0], 2XqhzKyqkm, 5741382]
[paragraph, [20.0, 56.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 74.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 92.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 110.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 128.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 146.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 164.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 182.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 200.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 218.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 236.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 254.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 272.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 290.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 308.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 326.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 344.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 362.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 380.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 398.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 416.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 434.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 452.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 470.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 488.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 506.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 524.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 542.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 560.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 578.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 596.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 614.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 632.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [20.0, 650.0, 178.0, 18.0], MUCp0Ghgwr, 5741382]
[paragraph, [206.0, 57.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 75.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 93.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 111.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 129.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 147.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 165.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 183.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 201.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 219.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 237.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 255.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 273.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 291.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 309.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 327.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 345.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 363.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 381.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 399.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 417.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 435.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 453.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 471.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 489.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 507.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 525.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 543.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 561.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 579.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 597.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 615.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 633.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[paragraph, [206.0, 651.0, 179.0, 18.0], shoonya_0sET7GF6UAWDXI, 5741382]
[footnote, [234.0, 690.0, 160.0, 18.0], 6j61I1yfaj, 5741382]
