[1684, 1191]
[section-title, [312.0, 106.0, 479.0, 49.5], shoonya_0sH08GGF63O7Q3, 6464059]
[paragraph, [76.0, 210.0, 964.0, 36.0], mrhR1n-ftb, 6464059]
[paragraph, [76.0, 246.0, 964.0, 36.0], mrhR1n-ftb, 6464059]
[paragraph, [76.0, 282.0, 964.0, 36.0], mrhR1n-ftb, 6464059]
[paragraph, [76.0, 318.0, 964.0, 36.0], mrhR1n-ftb, 6464059]
[paragraph, [76.0, 354.0, 964.0, 36.0], mrhR1n-ftb, 6464059]
[paragraph, [305.0, 429.0, 460.0, 36.0], 7gM-9RJb3t, 6464059]
[paragraph, [305.0, 465.0, 460.0, 36.0], 7gM-9RJb3t, 6464059]
[paragraph, [314.0, 527.0, 487.0, 36.0], UFH38bSz8B, 6464059]
[paragraph, [314.0, 563.0, 487.0, 36.0], UFH38bSz8B, 6464059]
[paragraph, [311.0, 631.0, 515.0, 36.0], F2rcxATSTF, 6464059]
[paragraph, [311.0, 667.0, 515.0, 36.0], F2rcxATSTF, 6464059]
[paragraph, [321.0, 731.0, 465.0, 36.0], 9axLEQYzqs, 6464059]
[paragraph, [321.0, 767.0, 465.0, 36.0], 9axLEQYzqs, 6464059]
[paragraph, [317.0, 839.0, 441.0, 36.0], 0FJmDo8TMw, 6464059]
[paragraph, [317.0, 875.0, 441.0, 36.0], 0FJmDo8TMw, 6464059]
[folio, [195.0, 959.0, 794.0, 36.0], 8C5IB9V6mW, 6464059]
[paragraph, [76.0, 1031.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1067.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1103.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1139.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1175.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1211.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1247.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1283.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1319.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1355.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1391.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1427.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1463.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1499.0, 937.0, 36.0], KVav92aZU2, 6464059]
[paragraph, [76.0, 1535.0, 937.0, 36.0], KVav92aZU2, 6464059]
