[1211, 798]
[section-title, [338.0, 429.0, 125.0, 30.0], shoonya_0sI8KYLWB3KMW4, 5741062]
[paragraph, [51.0, 489.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 507.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 525.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 543.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 561.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 579.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 597.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 615.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 633.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 651.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 669.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 687.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 705.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 723.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 741.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 759.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 777.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 795.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 813.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 831.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 849.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 867.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 885.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 903.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 921.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 939.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 957.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 975.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 993.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 1011.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 1029.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 1047.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 1065.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 1083.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 1101.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[paragraph, [51.0, 1119.0, 691.0, 18.0], qifsB7SS4Q, 5741062]
[footnote, [417.0, 1171.0, 330.0, 18.0], R9wn1IE7Pp, 5741062]
