[1839, 1268]
[paragraph, [166.0, 210.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 246.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 282.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 318.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 354.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 390.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 426.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 462.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 498.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 534.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 570.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 606.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 642.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 678.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 714.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 750.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 786.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 822.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 858.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 894.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 930.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 966.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1002.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1038.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1074.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1110.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1146.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1182.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1218.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1254.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1290.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1326.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1362.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1398.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1434.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1470.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1506.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1542.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1578.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
[paragraph, [166.0, 1614.0, 955.0, 36.0], shoonya_0s5MHKOELL7VVD, 5744358]
