[792, 612]
[headline, [233.0, 74.0, 149.0, 25.5], 6tjb_1SMWr, 6515215]
[author, [257.0, 120.0, 99.0, 18.0], SD9U5D98_c, 6515215]
[paragraph, [60.0, 153.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 171.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 189.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 207.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 225.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 243.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 261.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 279.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 297.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 315.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 333.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 351.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 369.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 387.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 405.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 423.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 441.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 459.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [60.0, 477.0, 161.0, 18.0], shoonya_0sECJK75PPOPDL, 6515215]
[paragraph, [227.0, 166.0, 159.0, 18.0], w0QQH7qT6D, 6515215]
[paragraph, [227.0, 184.0, 159.0, 18.0], w0QQH7qT6D, 6515215]
[paragraph, [227.0, 202.0, 159.0, 18.0], w0QQH7qT6D, 6515215]
[paragraph, [227.0, 220.0, 159.0, 18.0], w0QQH7qT6D, 6515215]
[paragraph, [227.0, 238.0, 159.0, 18.0], w0QQH7qT6D, 6515215]
[paragraph, [227.0, 256.0, 159.0, 18.0], w0QQH7qT6D, 6515215]
[paragraph, [227.0, 274.0, 159.0, 18.0], w0QQH7qT6D, 6515215]
[paragraph, [227.0, 292.0, 159.0, 18.0], w0QQH7qT6D, 6515215]
[paragraph, [227.0, 310.0, 159.0, 18.0], w0QQH7qT6D, 6515215]
[paragraph, [391.0, 167.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 185.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 203.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 221.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 239.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 257.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 275.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 293.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 311.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 329.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 347.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 365.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 383.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [391.0, 401.0, 159.0, 18.0], c-2_kuAeEM, 6515215]
[paragraph, [227.0, 347.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 365.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 383.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 401.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 419.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 437.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 455.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 473.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
[paragraph, [227.0, 491.0, 159.0, 18.0], M-YhjtH2Go, 6515215]
