[1754, 1241]
[folio, [950.0, 100.0, 102.0, 36.0], GvhmkSFLuB, 6475988]
[paragraph, [112.0, 140.0, 454.0, 36.0], buGBG4kVqf, 6475988]
[paragraph, [112.0, 176.0, 454.0, 36.0], buGBG4kVqf, 6475988]
[options, [665.0, 262.0, 156.0, 36.0], 48scPZ7ETL, 6475988]
[options, [665.0, 298.0, 156.0, 36.0], 48scPZ7ETL, 6475988]
[options, [665.0, 334.0, 156.0, 36.0], 48scPZ7ETL, 6475988]
[options, [665.0, 370.0, 156.0, 36.0], 48scPZ7ETL, 6475988]
[options, [665.0, 406.0, 156.0, 36.0], 48scPZ7ETL, 6475988]
[options, [665.0, 442.0, 156.0, 36.0], 48scPZ7ETL, 6475988]
[options, [665.0, 478.0, 156.0, 36.0], 48scPZ7ETL, 6475988]
[paragraph, [116.0, 308.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 344.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 380.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 416.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 452.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 488.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 524.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 560.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 596.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 632.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 668.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 704.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 740.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 776.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 812.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 848.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[paragraph, [116.0, 884.0, 339.0, 36.0], cMpwSwz-ma, 6475988]
[options, [671.0, 718.0, 134.0, 36.0], 5DbXx7DmKg, 6475988]
[options, [671.0, 754.0, 134.0, 36.0], 5DbXx7DmKg, 6475988]
[options, [671.0, 790.0, 134.0, 36.0], 5DbXx7DmKg, 6475988]
[options, [671.0, 826.0, 134.0, 36.0], 5DbXx7DmKg, 6475988]
[options, [671.0, 862.0, 134.0, 36.0], 5DbXx7DmKg, 6475988]
[options, [671.0, 898.0, 134.0, 36.0], 5DbXx7DmKg, 6475988]
[options, [671.0, 934.0, 134.0, 36.0], 5DbXx7DmKg, 6475988]
[options, [676.0, 1122.0, 152.0, 36.0], shoonya_0sNGMBSU6PYGGS, 6475988]
[options, [676.0, 1158.0, 152.0, 36.0], shoonya_0sNGMBSU6PYGGS, 6475988]
[options, [676.0, 1194.0, 152.0, 36.0], shoonya_0sNGMBSU6PYGGS, 6475988]
[options, [676.0, 1230.0, 152.0, 36.0], shoonya_0sNGMBSU6PYGGS, 6475988]
[options, [676.0, 1266.0, 152.0, 36.0], shoonya_0sNGMBSU6PYGGS, 6475988]
[options, [676.0, 1302.0, 152.0, 36.0], shoonya_0sNGMBSU6PYGGS, 6475988]
[options, [676.0, 1338.0, 152.0, 36.0], shoonya_0sNGMBSU6PYGGS, 6475988]
[options, [164.0, 1130.0, 172.0, 36.0], _Q29NZSA4q, 6475988]
[options, [164.0, 1166.0, 172.0, 36.0], _Q29NZSA4q, 6475988]
[options, [164.0, 1202.0, 172.0, 36.0], _Q29NZSA4q, 6475988]
[options, [164.0, 1238.0, 172.0, 36.0], _Q29NZSA4q, 6475988]
[options, [164.0, 1274.0, 172.0, 36.0], _Q29NZSA4q, 6475988]
[options, [164.0, 1310.0, 172.0, 36.0], _Q29NZSA4q, 6475988]
[options, [164.0, 1346.0, 172.0, 36.0], _Q29NZSA4q, 6475988]
