[1565, 1152]
[headline, [693.0, 82.0, 387.0, 37.5], shoonya_12sQ7BX7T5J6LU, 5722048]
[headline, [693.0, 119.5, 387.0, 37.5], shoonya_12sQ7BX7T5J6LU, 5722048]
[headline, [693.0, 157.0, 387.0, 37.5], shoonya_12sQ7BX7T5J6LU, 5722048]
[paragraph, [85.0, 92.0, 570.0, 36.0], shoonya_8s43U8RMYVUR9S, 5722048]
[paragraph, [85.0, 128.0, 570.0, 36.0], shoonya_8s43U8RMYVUR9S, 5722048]
[paragraph, [85.0, 164.0, 570.0, 36.0], shoonya_8s43U8RMYVUR9S, 5722048]
[paragraph, [85.0, 200.0, 570.0, 36.0], shoonya_8s43U8RMYVUR9S, 5722048]
[paragraph, [95.0, 265.0, 449.0, 36.0], shoonya_5sQIH2FXY59TQ8, 5722048]
[paragraph, [95.0, 301.0, 449.0, 36.0], shoonya_5sQIH2FXY59TQ8, 5722048]
[paragraph, [95.0, 337.0, 449.0, 36.0], shoonya_5sQIH2FXY59TQ8, 5722048]
[paragraph, [94.0, 384.0, 451.0, 36.0], shoonya_4sOBRANZ8O5N57, 5722048]
[paragraph, [94.0, 420.0, 451.0, 36.0], shoonya_4sOBRANZ8O5N57, 5722048]
[paragraph, [94.0, 456.0, 451.0, 36.0], shoonya_4sOBRANZ8O5N57, 5722048]
[paragraph, [94.0, 492.0, 451.0, 36.0], shoonya_4sOBRANZ8O5N57, 5722048]
[paragraph, [95.0, 561.0, 449.0, 36.0], shoonya_2s77OINMC27AS8, 5722048]
[paragraph, [95.0, 597.0, 449.0, 36.0], shoonya_2s77OINMC27AS8, 5722048]
[paragraph, [95.0, 633.0, 449.0, 36.0], shoonya_2s77OINMC27AS8, 5722048]
[paragraph, [95.0, 669.0, 449.0, 36.0], shoonya_2s77OINMC27AS8, 5722048]
[paragraph, [95.0, 705.0, 449.0, 36.0], shoonya_2s77OINMC27AS8, 5722048]
[paragraph, [95.0, 763.0, 450.0, 36.0], shoonya_0s338UVKJEOOAB, 5722048]
[paragraph, [95.0, 799.0, 450.0, 36.0], shoonya_0s338UVKJEOOAB, 5722048]
[paragraph, [95.0, 835.0, 450.0, 36.0], shoonya_0s338UVKJEOOAB, 5722048]
[paragraph, [95.0, 871.0, 450.0, 36.0], shoonya_0s338UVKJEOOAB, 5722048]
[paragraph, [95.0, 907.0, 450.0, 36.0], shoonya_0s338UVKJEOOAB, 5722048]
[paragraph, [95.0, 943.0, 450.0, 36.0], shoonya_0s338UVKJEOOAB, 5722048]
[paragraph, [98.0, 989.0, 448.0, 36.0], shoonya_7sI88H7TP7AHCS, 5722048]
[paragraph, [98.0, 1025.0, 448.0, 36.0], shoonya_7sI88H7TP7AHCS, 5722048]
[paragraph, [96.0, 1078.0, 549.0, 36.0], shoonya_3sM9JZ5DFJ4IQW, 5722048]
[paragraph, [96.0, 1114.0, 549.0, 36.0], shoonya_3sM9JZ5DFJ4IQW, 5722048]
[paragraph, [96.0, 1150.0, 549.0, 36.0], shoonya_3sM9JZ5DFJ4IQW, 5722048]
[paragraph, [96.0, 1186.0, 549.0, 36.0], shoonya_3sM9JZ5DFJ4IQW, 5722048]
[paragraph, [96.0, 1222.0, 549.0, 36.0], shoonya_3sM9JZ5DFJ4IQW, 5722048]
[paragraph, [96.0, 1258.0, 549.0, 36.0], shoonya_3sM9JZ5DFJ4IQW, 5722048]
[paragraph, [96.0, 1294.0, 549.0, 36.0], shoonya_3sM9JZ5DFJ4IQW, 5722048]
[paragraph, [96.0, 1330.0, 549.0, 36.0], shoonya_3sM9JZ5DFJ4IQW, 5722048]
[paragraph, [669.0, 1120.0, 396.0, 36.0], shoonya_1sEFMZFBLIH1I6, 5722048]
[paragraph, [669.0, 1156.0, 396.0, 36.0], shoonya_1sEFMZFBLIH1I6, 5722048]
[paragraph, [669.0, 1192.0, 396.0, 36.0], shoonya_1sEFMZFBLIH1I6, 5722048]
[paragraph, [669.0, 1228.0, 396.0, 36.0], shoonya_1sEFMZFBLIH1I6, 5722048]
[paragraph, [669.0, 1264.0, 396.0, 36.0], shoonya_1sEFMZFBLIH1I6, 5722048]
[paragraph, [669.0, 1300.0, 396.0, 36.0], shoonya_1sEFMZFBLIH1I6, 5722048]
[paragraph, [669.0, 1336.0, 396.0, 36.0], shoonya_1sEFMZFBLIH1I6, 5722048]
[paragraph, [669.0, 1372.0, 396.0, 36.0], shoonya_1sEFMZFBLIH1I6, 5722048]
[paragraph, [98.0, 1393.0, 548.0, 36.0], shoonya_11sX8EL0XHR2TY, 5722048]
