[1259, 905]
[chapter-title, [224.0, 54.0, 300.0, 30.0], shoonya_0sAC1CX0RMFPDE, 5776701]
[paragraph, [49.0, 91.0, 654.0, 18.0], ST4jx1yQk9, 5776701]
[paragraph, [49.0, 109.0, 654.0, 18.0], ST4jx1yQk9, 5776701]
[paragraph, [49.0, 127.0, 654.0, 18.0], ST4jx1yQk9, 5776701]
[paragraph, [49.0, 146.0, 290.0, 18.0], s84rq20egM, 5776701]
[paragraph, [49.0, 167.0, 659.0, 18.0], cfbtj5tXp1, 5776701]
[paragraph, [49.0, 185.0, 659.0, 18.0], cfbtj5tXp1, 5776701]
[paragraph, [50.0, 223.0, 303.0, 18.0], pcHwU25LWj, 5776701]
[paragraph, [49.0, 249.0, 605.0, 18.0], 0dfQekhMOf, 5776701]
[paragraph, [49.0, 267.0, 605.0, 18.0], 0dfQekhMOf, 5776701]
[paragraph, [51.0, 297.0, 312.0, 18.0], N4wD-ZcCqf, 5776701]
[paragraph, [61.0, 323.0, 652.0, 18.0], W_55ENRfKM, 5776701]
[paragraph, [61.0, 341.0, 652.0, 18.0], W_55ENRfKM, 5776701]
[paragraph, [61.0, 374.0, 239.0, 18.0], Rf8I4f1RBM, 5776701]
[paragraph, [58.0, 396.0, 659.0, 18.0], yLi0vZRZBQ, 5776701]
[paragraph, [58.0, 414.0, 659.0, 18.0], yLi0vZRZBQ, 5776701]
[paragraph, [58.0, 432.0, 659.0, 18.0], yLi0vZRZBQ, 5776701]
[paragraph, [58.0, 450.0, 659.0, 18.0], yLi0vZRZBQ, 5776701]
[paragraph, [58.0, 468.0, 659.0, 18.0], yLi0vZRZBQ, 5776701]
[paragraph, [58.0, 486.0, 659.0, 18.0], yLi0vZRZBQ, 5776701]
[paragraph, [58.0, 504.0, 659.0, 18.0], yLi0vZRZBQ, 5776701]
[paragraph, [58.0, 522.0, 659.0, 18.0], yLi0vZRZBQ, 5776701]
[paragraph, [57.0, 547.0, 664.0, 18.0], i6DJvlzHYZ, 5776701]
[paragraph, [57.0, 565.0, 664.0, 18.0], i6DJvlzHYZ, 5776701]
[paragraph, [57.0, 583.0, 664.0, 18.0], i6DJvlzHYZ, 5776701]
[paragraph, [57.0, 601.0, 664.0, 18.0], i6DJvlzHYZ, 5776701]
[paragraph, [57.0, 619.0, 664.0, 18.0], i6DJvlzHYZ, 5776701]
[paragraph, [56.0, 649.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 667.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 685.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 703.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 721.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 739.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 757.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 775.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 793.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 811.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 829.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 847.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 865.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 883.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [56.0, 901.0, 666.0, 18.0], OwLzcHQ6GE, 5776701]
[paragraph, [57.0, 925.0, 463.0, 18.0], Kq8esEWlbh, 5776701]
[paragraph, [57.0, 943.0, 463.0, 18.0], Kq8esEWlbh, 5776701]
[paragraph, [52.0, 976.0, 661.0, 18.0], rTmlTYC7KS, 5776701]
[paragraph, [52.0, 994.0, 661.0, 18.0], rTmlTYC7KS, 5776701]
[paragraph, [52.0, 1012.0, 661.0, 18.0], rTmlTYC7KS, 5776701]
[paragraph, [52.0, 1047.0, 659.0, 18.0], 1EVSJWpqtS, 5776701]
[paragraph, [52.0, 1065.0, 659.0, 18.0], 1EVSJWpqtS, 5776701]
[paragraph, [52.0, 1083.0, 659.0, 18.0], 1EVSJWpqtS, 5776701]
