[2339, 1653]
[section-title, [385.0, 196.0, 600.0, 52.5], hFcHFb9bf4, 5734366]
[paragraph, [373.0, 253.0, 1091.0, 36.0], 7rgavDNisk, 5734366]
[paragraph, [373.0, 289.0, 1091.0, 36.0], 7rgavDNisk, 5734366]
[paragraph, [373.0, 325.0, 1091.0, 36.0], 7rgavDNisk, 5734366]
[paragraph, [373.0, 361.0, 1091.0, 36.0], 7rgavDNisk, 5734366]
[paragraph, [373.0, 397.0, 1091.0, 36.0], 7rgavDNisk, 5734366]
[paragraph, [373.0, 433.0, 1091.0, 36.0], 7rgavDNisk, 5734366]
[paragraph, [387.0, 492.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 528.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 564.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 600.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 636.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 672.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 708.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 744.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 780.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 816.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 852.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 888.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 924.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 960.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 996.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1032.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1068.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1104.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1140.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1176.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1212.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1248.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1284.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1320.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1356.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1392.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1428.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1464.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1500.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1536.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1572.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1608.0, 1074.0, 36.0], shoonya_1s09PCO4TFPNKO, 5734366]
[paragraph, [387.0, 1657.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 1693.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 1729.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 1765.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 1801.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 1837.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 1873.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 1909.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 1945.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 1981.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 2017.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[paragraph, [387.0, 2053.0, 1074.0, 36.0], shoonya_0sFH7UGZNZ9KCJ, 5734366]
[folio, [1110.0, 2177.0, 288.0, 36.0], f9oeIe0aEV, 5734366]
