[792, 612]
[chapter-title, [230.0, 45.0, 128.0, 30.0], WodXyMFi-5, 5744770]
[unordered-list, [68.0, 168.0, 450.0, 18.0], shoonya_1sVQ81VO2Z783F, 5744770]
[unordered-list, [68.0, 186.0, 450.0, 18.0], shoonya_1sVQ81VO2Z783F, 5744770]
[unordered-list, [68.0, 204.0, 450.0, 18.0], shoonya_1sVQ81VO2Z783F, 5744770]
[unordered-list, [68.0, 222.0, 450.0, 18.0], shoonya_1sVQ81VO2Z783F, 5744770]
[unordered-list, [68.0, 240.0, 450.0, 18.0], shoonya_1sVQ81VO2Z783F, 5744770]
[unordered-list, [68.0, 258.0, 450.0, 18.0], shoonya_1sVQ81VO2Z783F, 5744770]
[paragraph, [82.0, 285.0, 170.0, 18.0], qSIsYbw2RC, 5744770]
[ordered-list, [79.0, 327.0, 432.0, 18.0], c2ket20FXm, 5744770]
[ordered-list, [79.0, 345.0, 432.0, 18.0], c2ket20FXm, 5744770]
[ordered-list, [79.0, 363.0, 432.0, 18.0], c2ket20FXm, 5744770]
[ordered-list, [79.0, 381.0, 432.0, 18.0], c2ket20FXm, 5744770]
[ordered-list, [79.0, 399.0, 432.0, 18.0], c2ket20FXm, 5744770]
[ordered-list, [79.0, 417.0, 432.0, 18.0], c2ket20FXm, 5744770]
[ordered-list, [79.0, 435.0, 432.0, 18.0], c2ket20FXm, 5744770]
[ordered-list, [79.0, 453.0, 432.0, 18.0], c2ket20FXm, 5744770]
[ordered-list, [79.0, 471.0, 432.0, 18.0], c2ket20FXm, 5744770]
[ordered-list, [79.0, 489.0, 432.0, 18.0], c2ket20FXm, 5744770]
[ordered-list, [79.0, 507.0, 432.0, 18.0], c2ket20FXm, 5744770]
