[1447, 1063]
[folio, [431.0, 54.0, 197.0, 18.0], zTbILfegq3, 5762289]
[paragraph, [534.0, 91.0, 435.0, 18.0], O2UXzMg9jD, 5762289]
[paragraph, [534.0, 109.0, 435.0, 18.0], O2UXzMg9jD, 5762289]
[paragraph, [534.0, 127.0, 435.0, 18.0], O2UXzMg9jD, 5762289]
[paragraph, [534.0, 145.0, 435.0, 18.0], O2UXzMg9jD, 5762289]
[paragraph, [534.0, 163.0, 435.0, 18.0], O2UXzMg9jD, 5762289]
[paragraph, [534.0, 181.0, 435.0, 18.0], O2UXzMg9jD, 5762289]
[paragraph, [534.0, 199.0, 435.0, 18.0], O2UXzMg9jD, 5762289]
[paragraph, [534.0, 217.0, 435.0, 18.0], O2UXzMg9jD, 5762289]
[paragraph, [534.0, 235.0, 435.0, 18.0], O2UXzMg9jD, 5762289]
[paragraph, [534.0, 253.0, 435.0, 18.0], O2UXzMg9jD, 5762289]
[paragraph, [89.0, 93.0, 434.0, 18.0], DPHyfwhjWK, 5762289]
[paragraph, [89.0, 111.0, 434.0, 18.0], DPHyfwhjWK, 5762289]
[paragraph, [89.0, 129.0, 434.0, 18.0], DPHyfwhjWK, 5762289]
[paragraph, [89.0, 147.0, 434.0, 18.0], DPHyfwhjWK, 5762289]
[paragraph, [89.0, 165.0, 434.0, 18.0], DPHyfwhjWK, 5762289]
[paragraph, [89.0, 183.0, 434.0, 18.0], DPHyfwhjWK, 5762289]
[paragraph, [89.0, 201.0, 434.0, 18.0], DPHyfwhjWK, 5762289]
[paragraph, [89.0, 219.0, 434.0, 18.0], DPHyfwhjWK, 5762289]
[paragraph, [89.0, 237.0, 434.0, 18.0], DPHyfwhjWK, 5762289]
[paragraph, [89.0, 255.0, 434.0, 18.0], DPHyfwhjWK, 5762289]
[paragraph, [91.0, 287.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 305.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 323.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 341.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 359.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 377.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 395.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 413.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 431.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 449.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 467.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 485.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 503.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 521.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[paragraph, [91.0, 539.0, 361.0, 18.0], 1eyZnXXDgV, 5762289]
[headline, [95.0, 607.0, 872.0, 25.5], tQR9sq0q6J, 5762289]
[headline, [95.0, 632.5, 872.0, 25.5], tQR9sq0q6J, 5762289]
[headline, [95.0, 658.0, 872.0, 25.5], tQR9sq0q6J, 5762289]
[paragraph, [90.0, 713.0, 434.0, 18.0], 06otSUu4p0, 5762289]
[paragraph, [90.0, 731.0, 434.0, 18.0], 06otSUu4p0, 5762289]
[paragraph, [90.0, 749.0, 434.0, 18.0], 06otSUu4p0, 5762289]
[paragraph, [90.0, 767.0, 434.0, 18.0], 06otSUu4p0, 5762289]
[paragraph, [90.0, 785.0, 434.0, 18.0], 06otSUu4p0, 5762289]
[paragraph, [90.0, 803.0, 434.0, 18.0], 06otSUu4p0, 5762289]
[paragraph, [90.0, 821.0, 434.0, 18.0], 06otSUu4p0, 5762289]
[paragraph, [90.0, 839.0, 434.0, 18.0], 06otSUu4p0, 5762289]
[paragraph, [90.0, 857.0, 434.0, 18.0], 06otSUu4p0, 5762289]
[paragraph, [90.0, 875.0, 434.0, 18.0], 06otSUu4p0, 5762289]
[paragraph, [536.0, 713.0, 431.0, 18.0], qbZn18vMPU, 5762289]
