[2338, 1654]
[paragraph, [267.0, 231.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 267.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 303.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 339.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 375.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 411.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 447.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 483.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 519.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 555.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 591.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 627.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 663.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 699.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 735.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 771.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 807.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 843.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 879.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 915.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 951.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 987.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1023.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1059.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1095.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1131.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1167.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1203.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1239.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1275.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1311.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1347.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1383.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1419.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1455.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [267.0, 1491.0, 1202.0, 36.0], shoonya_1sCEN5DJNQY2EK, 5754146]
[paragraph, [266.0, 1579.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1615.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1651.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1687.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1723.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1759.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1795.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1831.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1867.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1903.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1939.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 1975.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
[paragraph, [266.0, 2011.0, 1202.0, 36.0], shoonya_0s28DK21CJVXPP, 5754146]
