[2339, 1656]
[paragraph, [187.0, 205.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 241.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 277.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 313.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 349.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 385.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 421.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 457.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 493.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 529.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 565.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 601.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 637.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 673.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 709.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 745.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 781.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 817.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 853.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 889.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 925.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 961.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 997.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 1033.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 1069.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [187.0, 1105.0, 1278.0, 36.0], shoonya_0s5K7ABCUIUZ1V, 5731168]
[paragraph, [188.0, 1182.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1218.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1254.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1290.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1326.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1362.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1398.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1434.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1470.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1506.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1542.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1578.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1614.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1650.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1686.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1722.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1758.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1794.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1830.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1866.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1902.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1938.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 1974.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 2010.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
[paragraph, [188.0, 2046.0, 1278.0, 36.0], shoonya_1s2VLDL8WQM6HB, 5731168]
