[1806, 1262]
[folio, [530.0, 102.0, 559.0, 36.0], shoonya_6sCS4G387LQNOL, 5680947]
[paragraph, [96.0, 170.0, 504.0, 36.0], shoonya_2sR2ZA5BA1JZAR, 5680947]
[paragraph, [96.0, 206.0, 504.0, 36.0], shoonya_2sR2ZA5BA1JZAR, 5680947]
[paragraph, [656.0, 181.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 217.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 253.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 289.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 325.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 361.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 397.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 433.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 469.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 505.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 541.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 577.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 613.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 649.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 685.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 721.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 757.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 793.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 829.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 865.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 901.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 937.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 973.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 1009.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 1045.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 1081.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 1117.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 1153.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 1189.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 1225.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 1261.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [656.0, 1297.0, 514.0, 36.0], GMnRO6tyw-, 5680947]
[paragraph, [94.0, 256.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [94.0, 292.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [94.0, 328.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [94.0, 364.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [94.0, 400.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [94.0, 436.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [94.0, 472.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [94.0, 508.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [94.0, 544.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [94.0, 580.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [94.0, 616.0, 507.0, 36.0], shoonya_3sLOC9TFELPC0B, 5680947]
[paragraph, [98.0, 689.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 725.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 761.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 797.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 833.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 869.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 905.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 941.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 977.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 1013.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 1049.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 1085.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [98.0, 1121.0, 505.0, 36.0], shoonya_4sSC9NAU3SBZ44, 5680947]
[paragraph, [97.0, 1178.0, 502.0, 36.0], shoonya_5s5PAONBVRB3Y5, 5680947]
[paragraph, [97.0, 1214.0, 502.0, 36.0], shoonya_5s5PAONBVRB3Y5, 5680947]
[paragraph, [97.0, 1250.0, 502.0, 36.0], shoonya_5s5PAONBVRB3Y5, 5680947]
[paragraph, [97.0, 1286.0, 502.0, 36.0], shoonya_5s5PAONBVRB3Y5, 5680947]
[paragraph, [97.0, 1322.0, 502.0, 36.0], shoonya_5s5PAONBVRB3Y5, 5680947]
[paragraph, [97.0, 1358.0, 502.0, 36.0], shoonya_5s5PAONBVRB3Y5, 5680947]
[paragraph, [97.0, 1394.0, 502.0, 36.0], shoonya_5s5PAONBVRB3Y5, 5680947]
[paragraph, [97.0, 1430.0, 502.0, 36.0], shoonya_5s5PAONBVRB3Y5, 5680947]
[paragraph, [97.0, 1466.0, 502.0, 36.0], shoonya_5s5PAONBVRB3Y5, 5680947]
[paragraph, [662.0, 1342.0, 511.0, 36.0], Lk6pjWds0I, 5680947]
