[1483, 1081]
[headline, [308.0, 139.0, 534.0, 25.5], shoonya_3s6Z4OMYUGNQ5Y, 5762769]
[headline, [308.0, 164.5, 534.0, 25.5], shoonya_3s6Z4OMYUGNQ5Y, 5762769]
[headline, [308.0, 190.0, 534.0, 25.5], shoonya_3s6Z4OMYUGNQ5Y, 5762769]
[headline, [308.0, 215.5, 534.0, 25.5], shoonya_3s6Z4OMYUGNQ5Y, 5762769]
[headline, [309.0, 262.0, 539.0, 25.5], 4SnTaGJe1C, 5762769]
[headline, [309.0, 287.5, 539.0, 25.5], 4SnTaGJe1C, 5762769]
[headline, [309.0, 313.0, 539.0, 25.5], 4SnTaGJe1C, 5762769]
[headline, [309.0, 338.5, 539.0, 25.5], 4SnTaGJe1C, 5762769]
[paragraph, [702.0, 442.0, 199.0, 18.0], shoonya_1s7PU296DMAZWO, 5762769]
[paragraph, [702.0, 460.0, 199.0, 18.0], shoonya_1s7PU296DMAZWO, 5762769]
[paragraph, [702.0, 478.0, 199.0, 18.0], shoonya_1s7PU296DMAZWO, 5762769]
[paragraph, [702.0, 496.0, 199.0, 18.0], shoonya_1s7PU296DMAZWO, 5762769]
[paragraph, [657.0, 516.0, 292.0, 18.0], shoonya_5s5WC3NO0C2BJF, 5762769]
[paragraph, [657.0, 534.0, 292.0, 18.0], shoonya_5s5WC3NO0C2BJF, 5762769]
[paragraph, [657.0, 552.0, 292.0, 18.0], shoonya_5s5WC3NO0C2BJF, 5762769]
[folio, [645.0, 594.0, 317.0, 18.0], DagHaDzjx1, 5762769]
[folio, [645.0, 612.0, 317.0, 18.0], DagHaDzjx1, 5762769]
[folio, [645.0, 630.0, 317.0, 18.0], DagHaDzjx1, 5762769]
[folio, [645.0, 648.0, 317.0, 18.0], DagHaDzjx1, 5762769]
[paragraph, [660.0, 686.0, 306.0, 18.0], gjaWMahtnz, 5762769]
[paragraph, [660.0, 704.0, 306.0, 18.0], gjaWMahtnz, 5762769]
[paragraph, [660.0, 722.0, 306.0, 18.0], gjaWMahtnz, 5762769]
[paragraph, [660.0, 740.0, 306.0, 18.0], gjaWMahtnz, 5762769]
[paragraph, [660.0, 758.0, 306.0, 18.0], gjaWMahtnz, 5762769]
[paragraph, [660.0, 776.0, 306.0, 18.0], gjaWMahtnz, 5762769]
[paragraph, [639.0, 831.0, 328.0, 18.0], YJytXunvY5, 5762769]
[paragraph, [639.0, 849.0, 328.0, 18.0], YJytXunvY5, 5762769]
[paragraph, [639.0, 867.0, 328.0, 18.0], YJytXunvY5, 5762769]
[paragraph, [639.0, 885.0, 328.0, 18.0], YJytXunvY5, 5762769]
[section-title, [332.0, 959.0, 431.0, 30.0], 68domACJF0, 5762769]
[section-title, [332.0, 989.0, 431.0, 30.0], 68domACJF0, 5762769]
[flag, [806.0, 994.0, 90.0, 18.0], hYzguGXxxz, 5762769]
[flag, [806.0, 1012.0, 90.0, 18.0], hYzguGXxxz, 5762769]
[flag, [806.0, 1030.0, 90.0, 18.0], hYzguGXxxz, 5762769]
[flag, [806.0, 1048.0, 90.0, 18.0], hYzguGXxxz, 5762769]
[flag, [806.0, 1066.0, 90.0, 18.0], hYzguGXxxz, 5762769]
[flag, [806.0, 1084.0, 90.0, 18.0], hYzguGXxxz, 5762769]
[flag, [806.0, 1102.0, 90.0, 18.0], hYzguGXxxz, 5762769]
[contact-info, [328.0, 1040.0, 441.0, 18.0], YeoWrEp8hY, 5762769]
[contact-info, [328.0, 1058.0, 441.0, 18.0], YeoWrEp8hY, 5762769]
[contact-info, [328.0, 1076.0, 441.0, 18.0], YeoWrEp8hY, 5762769]
[contact-info, [328.0, 1094.0, 441.0, 18.0], YeoWrEp8hY, 5762769]
[contact-info, [328.0, 1112.0, 441.0, 18.0], YeoWrEp8hY, 5762769]
[contact-info, [328.0, 1130.0, 441.0, 18.0], YeoWrEp8hY, 5762769]
[contact-info, [328.0, 1148.0, 441.0, 18.0], YeoWrEp8hY, 5762769]
[website-link, [408.0, 1142.0, 285.0, 18.0], or1jDqUDsJ, 5762769]
[folio, [352.0, 1197.0, 387.0, 18.0], p8uGVwdRc8, 5762769]
[folio, [352.0, 1215.0, 387.0, 18.0], p8uGVwdRc8, 5762769]
[contact-info, [137.0, 1243.0, 832.0, 18.0], bG6H-E5LJR, 5762769]
[contact-info, [137.0, 1261.0, 832.0, 18.0], bG6H-E5LJR, 5762769]
[contact-info, [137.0, 1279.0, 832.0, 18.0], bG6H-E5LJR, 5762769]
[contact-info, [137.0, 1297.0, 832.0, 18.0], bG6H-E5LJR, 5762769]
[contact-info, [137.0, 1315.0, 832.0, 18.0], bG6H-E5LJR, 5762769]
[website-link, [793.0, 1303.0, 116.0, 18.0], NTEAU-j_tC, 5762769]
[website-link, [183.0, 1304.0, 117.0, 18.0], 0vaIjub3FA, 5762769]
[website-link, [399.0, 1305.0, 122.0, 18.0], tJnD9uxsXl, 5762769]
[website-link, [585.0, 1305.0, 144.0, 18.0], pAhmPoXGSD, 5762769]
