[1125, 2000]
[paragraph, [125.0, 62.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[paragraph, [125.0, 80.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[paragraph, [125.0, 98.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[paragraph, [125.0, 116.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[paragraph, [125.0, 134.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[paragraph, [125.0, 152.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[paragraph, [125.0, 170.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[paragraph, [125.0, 188.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[paragraph, [125.0, 206.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[paragraph, [125.0, 224.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[paragraph, [125.0, 242.0, 1741.0, 18.0], MBkRpBYC3X, 5745115]
[ordered-list, [115.0, 295.0, 1701.0, 18.0], IivmRP-xQQ, 5745115]
[ordered-list, [115.0, 313.0, 1701.0, 18.0], IivmRP-xQQ, 5745115]
[ordered-list, [115.0, 331.0, 1701.0, 18.0], IivmRP-xQQ, 5745115]
[ordered-list, [115.0, 349.0, 1701.0, 18.0], IivmRP-xQQ, 5745115]
[ordered-list, [115.0, 367.0, 1701.0, 18.0], IivmRP-xQQ, 5745115]
[ordered-list, [115.0, 385.0, 1701.0, 18.0], IivmRP-xQQ, 5745115]
[ordered-list, [115.0, 403.0, 1701.0, 18.0], IivmRP-xQQ, 5745115]
[ordered-list, [115.0, 421.0, 1701.0, 18.0], IivmRP-xQQ, 5745115]
[ordered-list, [115.0, 439.0, 1701.0, 18.0], IivmRP-xQQ, 5745115]
[ordered-list, [115.0, 457.0, 1701.0, 18.0], IivmRP-xQQ, 5745115]
[paragraph, [133.0, 524.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 542.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 560.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 578.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 596.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 614.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 632.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 650.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 668.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 686.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 704.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 722.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 740.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 758.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 776.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [133.0, 794.0, 1502.0, 18.0], shoonya_0s7RKGRBWDYYJD, 5745115]
[paragraph, [130.0, 874.0, 1235.0, 18.0], _vbPx5g1go, 5745115]
[paragraph, [130.0, 892.0, 1235.0, 18.0], _vbPx5g1go, 5745115]
[paragraph, [130.0, 910.0, 1235.0, 18.0], _vbPx5g1go, 5745115]
[paragraph, [130.0, 928.0, 1235.0, 18.0], _vbPx5g1go, 5745115]
[paragraph, [130.0, 946.0, 1235.0, 18.0], _vbPx5g1go, 5745115]
[paragraph, [130.0, 964.0, 1235.0, 18.0], _vbPx5g1go, 5745115]
[paragraph, [130.0, 982.0, 1235.0, 18.0], _vbPx5g1go, 5745115]
[paragraph, [130.0, 1000.0, 1235.0, 18.0], _vbPx5g1go, 5745115]
