[853, 552]
[headline, [99.0, 43.0, 350.0, 25.5], shoonya_0sGI1VC8VX976D, 5774097]
[headline, [99.0, 68.5, 350.0, 25.5], shoonya_0sGI1VC8VX976D, 5774097]
[headline, [99.0, 94.0, 350.0, 25.5], shoonya_0sGI1VC8VX976D, 5774097]
[headline, [99.0, 119.5, 350.0, 25.5], shoonya_0sGI1VC8VX976D, 5774097]
[headline, [99.0, 145.0, 350.0, 25.5], shoonya_0sGI1VC8VX976D, 5774097]
[ordered-list, [51.0, 187.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 205.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 223.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 241.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 259.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 277.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 295.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 313.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 331.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 349.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 367.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 385.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 403.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 421.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 439.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 457.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 475.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 493.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 511.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 529.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 547.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 565.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 583.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 601.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 619.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 637.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
[ordered-list, [51.0, 655.0, 448.0, 18.0], FiN3hTXvdU, 5774097]
