[792, 612]
[paragraph, [76.0, 5.0, 150.0, 18.0], shoonya_4s81TPXH4TERCN, 6516033]
[paragraph, [76.0, 23.0, 150.0, 18.0], shoonya_4s81TPXH4TERCN, 6516033]
[paragraph, [385.0, 6.0, 152.0, 18.0], shoonya_15s2UHQQVM9ABG, 6516033]
[paragraph, [385.0, 24.0, 152.0, 18.0], shoonya_15s2UHQQVM9ABG, 6516033]
[paragraph, [385.0, 42.0, 152.0, 18.0], shoonya_15s2UHQQVM9ABG, 6516033]
[paragraph, [385.0, 60.0, 152.0, 18.0], shoonya_15s2UHQQVM9ABG, 6516033]
[paragraph, [385.0, 78.0, 152.0, 18.0], shoonya_15s2UHQQVM9ABG, 6516033]
[paragraph, [385.0, 96.0, 152.0, 18.0], shoonya_15s2UHQQVM9ABG, 6516033]
[paragraph, [385.0, 114.0, 152.0, 18.0], shoonya_15s2UHQQVM9ABG, 6516033]
[paragraph, [385.0, 132.0, 152.0, 18.0], shoonya_15s2UHQQVM9ABG, 6516033]
[paragraph, [385.0, 150.0, 152.0, 18.0], shoonya_15s2UHQQVM9ABG, 6516033]
[paragraph, [75.0, 52.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 70.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 88.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 106.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 124.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 142.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 160.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 178.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 196.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 214.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 232.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 250.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 268.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 286.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 304.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [75.0, 322.0, 151.0, 18.0], shoonya_0sJZGTJXZOXLAX, 6516033]
[paragraph, [394.0, 180.0, 141.0, 18.0], 9vkabl8IK8, 6516033]
[paragraph, [387.0, 210.0, 151.0, 18.0], shoonya_12s49EWMNURLNV, 6516033]
[paragraph, [387.0, 228.0, 151.0, 18.0], shoonya_12s49EWMNURLNV, 6516033]
[paragraph, [231.0, 227.0, 150.0, 18.0], shoonya_1sDJZUXKIR5MM6, 6516033]
[paragraph, [231.0, 245.0, 150.0, 18.0], shoonya_1sDJZUXKIR5MM6, 6516033]
[paragraph, [231.0, 263.0, 150.0, 18.0], shoonya_1sDJZUXKIR5MM6, 6516033]
[paragraph, [231.0, 281.0, 150.0, 18.0], shoonya_1sDJZUXKIR5MM6, 6516033]
[paragraph, [231.0, 299.0, 150.0, 18.0], shoonya_1sDJZUXKIR5MM6, 6516033]
[paragraph, [231.0, 317.0, 150.0, 18.0], shoonya_1sDJZUXKIR5MM6, 6516033]
[paragraph, [231.0, 335.0, 150.0, 18.0], shoonya_1sDJZUXKIR5MM6, 6516033]
[paragraph, [387.0, 252.0, 150.0, 18.0], shoonya_10s6NOTTAEI6Q8, 6516033]
[paragraph, [387.0, 270.0, 150.0, 18.0], shoonya_10s6NOTTAEI6Q8, 6516033]
[paragraph, [387.0, 288.0, 150.0, 18.0], shoonya_10s6NOTTAEI6Q8, 6516033]
[paragraph, [387.0, 306.0, 150.0, 18.0], shoonya_10s6NOTTAEI6Q8, 6516033]
[paragraph, [387.0, 324.0, 150.0, 18.0], shoonya_10s6NOTTAEI6Q8, 6516033]
[paragraph, [387.0, 342.0, 150.0, 18.0], shoonya_10s6NOTTAEI6Q8, 6516033]
[paragraph, [387.0, 360.0, 150.0, 18.0], shoonya_10s6NOTTAEI6Q8, 6516033]
[paragraph, [74.0, 353.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [74.0, 371.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [74.0, 389.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [74.0, 407.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [74.0, 425.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [74.0, 443.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [74.0, 461.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [74.0, 479.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [74.0, 497.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [74.0, 515.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [74.0, 533.0, 149.0, 18.0], jPZD9hKY1t, 6516033]
[paragraph, [231.0, 359.0, 152.0, 18.0], rA6VUzjcZv, 6516033]
[paragraph, [231.0, 377.0, 152.0, 18.0], rA6VUzjcZv, 6516033]
[paragraph, [231.0, 395.0, 152.0, 18.0], rA6VUzjcZv, 6516033]
[paragraph, [231.0, 413.0, 152.0, 18.0], rA6VUzjcZv, 6516033]
[paragraph, [231.0, 431.0, 152.0, 18.0], rA6VUzjcZv, 6516033]
[paragraph, [231.0, 449.0, 152.0, 18.0], rA6VUzjcZv, 6516033]
[paragraph, [231.0, 467.0, 152.0, 18.0], rA6VUzjcZv, 6516033]
[paragraph, [231.0, 485.0, 152.0, 18.0], rA6VUzjcZv, 6516033]
[paragraph, [388.0, 383.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 401.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 419.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 437.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 455.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 473.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 491.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 509.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 527.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 545.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 563.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 581.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [388.0, 599.0, 149.0, 18.0], shoonya_6sHOI3LMZKK6FE, 6516033]
[paragraph, [239.0, 516.0, 137.0, 18.0], shoonya_11s9O94P71SGDN, 6516033]
[paragraph, [231.0, 547.0, 149.0, 18.0], cYzJerC0ZR, 6516033]
[paragraph, [231.0, 565.0, 149.0, 18.0], cYzJerC0ZR, 6516033]
[paragraph, [75.0, 569.0, 149.0, 18.0], shoonya_8s894P76LZ1OS8, 6516033]
[paragraph, [232.0, 589.0, 149.0, 18.0], rCH2qobGYd, 6516033]
[paragraph, [76.0, 599.0, 147.0, 18.0], shoonya_5sI2XEK79P3K30, 6516033]
[paragraph, [233.0, 760.0, 378.0, 18.0], shoonya_2s2AAIGCSE24EC, 6516033]
[paragraph, [77.0, 762.0, 223.0, 18.0], shoonya_3sU4YDOSLUJDG5, 6516033]
[paragraph, [87.0, 765.0, 222.0, 18.0], shoonya_13sZ0CP424PWUH, 6516033]
