[1086, 691]
[section-title, [468.0, 98.0, 147.0, 30.0], oisa6ZbsFt, 5760716]
[paragraph, [64.0, 172.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 190.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 208.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 226.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 244.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 262.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 280.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 298.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 316.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 334.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 352.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 370.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 388.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 406.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 424.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 442.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 460.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 478.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 496.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 514.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 532.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 550.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 568.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 586.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 604.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [64.0, 622.0, 553.0, 18.0], shoonya_0s60O08VGMUG9U, 5760716]
[paragraph, [63.0, 642.0, 553.0, 18.0], shoonya_1sVMWAEG3A8ATI, 5760716]
[paragraph, [63.0, 660.0, 553.0, 18.0], shoonya_1sVMWAEG3A8ATI, 5760716]
[paragraph, [63.0, 678.0, 553.0, 18.0], shoonya_1sVMWAEG3A8ATI, 5760716]
[paragraph, [63.0, 696.0, 553.0, 18.0], shoonya_1sVMWAEG3A8ATI, 5760716]
[paragraph, [63.0, 714.0, 553.0, 18.0], shoonya_1sVMWAEG3A8ATI, 5760716]
[paragraph, [63.0, 732.0, 553.0, 18.0], shoonya_1sVMWAEG3A8ATI, 5760716]
[paragraph, [63.0, 750.0, 553.0, 18.0], shoonya_1sVMWAEG3A8ATI, 5760716]
[paragraph, [63.0, 768.0, 553.0, 18.0], shoonya_1sVMWAEG3A8ATI, 5760716]
[paragraph, [63.0, 786.0, 553.0, 18.0], shoonya_1sVMWAEG3A8ATI, 5760716]
[paragraph, [63.0, 804.0, 553.0, 18.0], shoonya_1sVMWAEG3A8ATI, 5760716]
[paragraph, [65.0, 828.0, 550.0, 18.0], shoonya_3sI84234XR7NGI, 5760716]
[paragraph, [65.0, 846.0, 550.0, 18.0], shoonya_3sI84234XR7NGI, 5760716]
[paragraph, [65.0, 864.0, 550.0, 18.0], shoonya_3sI84234XR7NGI, 5760716]
[paragraph, [65.0, 882.0, 550.0, 18.0], shoonya_3sI84234XR7NGI, 5760716]
