[1818, 1374]
[folio, [563.0, 169.0, 259.0, 36.0], shoonya_0s761132BTEAK0, 5681956]
[paragraph, [702.0, 249.0, 563.0, 36.0], shoonya_12sAP13BKIX0PS, 5681956]
[paragraph, [702.0, 285.0, 563.0, 36.0], shoonya_12sAP13BKIX0PS, 5681956]
[paragraph, [702.0, 321.0, 563.0, 36.0], shoonya_12sAP13BKIX0PS, 5681956]
[paragraph, [702.0, 357.0, 563.0, 36.0], shoonya_12sAP13BKIX0PS, 5681956]
[paragraph, [122.0, 304.0, 562.0, 36.0], shoonya_4sW2CNRVKBD17D, 5681956]
[paragraph, [122.0, 340.0, 562.0, 36.0], shoonya_4sW2CNRVKBD17D, 5681956]
[paragraph, [122.0, 376.0, 562.0, 36.0], shoonya_4sW2CNRVKBD17D, 5681956]
[paragraph, [701.0, 414.0, 563.0, 36.0], shoonya_13sYGUI5QE6ZMC, 5681956]
[paragraph, [701.0, 450.0, 563.0, 36.0], shoonya_13sYGUI5QE6ZMC, 5681956]
[paragraph, [701.0, 486.0, 563.0, 36.0], shoonya_13sYGUI5QE6ZMC, 5681956]
[paragraph, [701.0, 522.0, 563.0, 36.0], shoonya_13sYGUI5QE6ZMC, 5681956]
[paragraph, [701.0, 558.0, 563.0, 36.0], shoonya_13sYGUI5QE6ZMC, 5681956]
[paragraph, [116.0, 430.0, 566.0, 36.0], shoonya_5sWG27PBH2CN2Z, 5681956]
[paragraph, [113.0, 509.0, 569.0, 36.0], shoonya_6sL2BNQSPDX6QV, 5681956]
[paragraph, [113.0, 545.0, 569.0, 36.0], shoonya_6sL2BNQSPDX6QV, 5681956]
[paragraph, [113.0, 581.0, 569.0, 36.0], shoonya_6sL2BNQSPDX6QV, 5681956]
[paragraph, [113.0, 617.0, 569.0, 36.0], shoonya_6sL2BNQSPDX6QV, 5681956]
[paragraph, [113.0, 653.0, 569.0, 36.0], shoonya_6sL2BNQSPDX6QV, 5681956]
[paragraph, [703.0, 623.0, 565.0, 36.0], shoonya_14sFVDUQONXZOB, 5681956]
[paragraph, [703.0, 659.0, 565.0, 36.0], shoonya_14sFVDUQONXZOB, 5681956]
[paragraph, [703.0, 695.0, 565.0, 36.0], shoonya_14sFVDUQONXZOB, 5681956]
[paragraph, [703.0, 740.0, 560.0, 36.0], shoonya_15sOR8ZRS9MQIY, 5681956]
[paragraph, [121.0, 750.0, 564.0, 36.0], shoonya_8s8EUAM5U3NEBI, 5681956]
[paragraph, [121.0, 786.0, 564.0, 36.0], shoonya_8s8EUAM5U3NEBI, 5681956]
[paragraph, [121.0, 822.0, 564.0, 36.0], shoonya_8s8EUAM5U3NEBI, 5681956]
[paragraph, [703.0, 861.0, 565.0, 36.0], shoonya_17sUVPP2Q562CG, 5681956]
[paragraph, [703.0, 897.0, 565.0, 36.0], shoonya_17sUVPP2Q562CG, 5681956]
[paragraph, [121.0, 871.0, 559.0, 36.0], shoonya_9s7K4US4O2OIA0, 5681956]
[paragraph, [121.0, 907.0, 559.0, 36.0], shoonya_9s7K4US4O2OIA0, 5681956]
[paragraph, [121.0, 943.0, 559.0, 36.0], shoonya_9s7K4US4O2OIA0, 5681956]
[paragraph, [121.0, 979.0, 559.0, 36.0], shoonya_9s7K4US4O2OIA0, 5681956]
[paragraph, [701.0, 942.0, 565.0, 36.0], shoonya_18sVEO7IQY4X3S, 5681956]
[paragraph, [701.0, 978.0, 565.0, 36.0], shoonya_18sVEO7IQY4X3S, 5681956]
[paragraph, [701.0, 1014.0, 565.0, 36.0], shoonya_18sVEO7IQY4X3S, 5681956]
[paragraph, [701.0, 1050.0, 565.0, 36.0], shoonya_18sVEO7IQY4X3S, 5681956]
[paragraph, [701.0, 1086.0, 565.0, 36.0], shoonya_18sVEO7IQY4X3S, 5681956]
[paragraph, [116.0, 1032.0, 570.0, 36.0], shoonya_10s94J0Y4OVFZJ, 5681956]
[paragraph, [116.0, 1068.0, 570.0, 36.0], shoonya_10s94J0Y4OVFZJ, 5681956]
[paragraph, [116.0, 1104.0, 570.0, 36.0], shoonya_10s94J0Y4OVFZJ, 5681956]
[paragraph, [116.0, 1140.0, 570.0, 36.0], shoonya_10s94J0Y4OVFZJ, 5681956]
[paragraph, [116.0, 1176.0, 570.0, 36.0], shoonya_10s94J0Y4OVFZJ, 5681956]
[paragraph, [116.0, 1212.0, 570.0, 36.0], shoonya_10s94J0Y4OVFZJ, 5681956]
[paragraph, [116.0, 1248.0, 570.0, 36.0], shoonya_10s94J0Y4OVFZJ, 5681956]
[paragraph, [116.0, 1284.0, 570.0, 36.0], shoonya_10s94J0Y4OVFZJ, 5681956]
[paragraph, [116.0, 1320.0, 570.0, 36.0], shoonya_10s94J0Y4OVFZJ, 5681956]
[paragraph, [116.0, 1356.0, 570.0, 36.0], shoonya_10s94J0Y4OVFZJ, 5681956]
[paragraph, [762.0, 1141.0, 503.0, 36.0], shoonya_19s7II8NXGBRR8, 5681956]
[paragraph, [709.0, 1265.0, 558.0, 36.0], hjbQgCcgBO, 5681956]
[paragraph, [705.0, 1344.0, 556.0, 36.0], TlJyd-7kH7, 5681956]
[paragraph, [702.0, 1423.0, 565.0, 36.0], -aFn4lpbql, 5681956]
[paragraph, [702.0, 1459.0, 565.0, 36.0], -aFn4lpbql, 5681956]
[paragraph, [702.0, 1495.0, 565.0, 36.0], -aFn4lpbql, 5681956]
[paragraph, [118.0, 1429.0, 565.0, 36.0], shoonya_11s0RTT76HR0UV, 5681956]
[paragraph, [118.0, 1465.0, 565.0, 36.0], shoonya_11s0RTT76HR0UV, 5681956]
[paragraph, [118.0, 1501.0, 565.0, 36.0], shoonya_11s0RTT76HR0UV, 5681956]
[paragraph, [118.0, 1537.0, 565.0, 36.0], shoonya_11s0RTT76HR0UV, 5681956]
[paragraph, [118.0, 1573.0, 565.0, 36.0], shoonya_11s0RTT76HR0UV, 5681956]
[paragraph, [118.0, 1609.0, 565.0, 36.0], shoonya_11s0RTT76HR0UV, 5681956]
[paragraph, [118.0, 1645.0, 565.0, 36.0], shoonya_11s0RTT76HR0UV, 5681956]
[paragraph, [700.0, 1541.0, 566.0, 36.0], SUo12HW3HL, 5681956]
[paragraph, [700.0, 1577.0, 566.0, 36.0], SUo12HW3HL, 5681956]
[paragraph, [700.0, 1613.0, 566.0, 36.0], SUo12HW3HL, 5681956]
[paragraph, [762.0, 1660.0, 504.0, 36.0], gquNijmfmr, 5681956]
