[4767, 3325]
[folio, [1791.0, 324.0, 997.0, 52.5], 2hZLpoZz-u, 5709824]
[folio, [1791.0, 376.5, 997.0, 52.5], 2hZLpoZz-u, 5709824]
[paragraph, [349.0, 465.0, 2443.0, 52.5], 0h42THRiHR, 5709824]
[paragraph, [349.0, 517.5, 2443.0, 52.5], 0h42THRiHR, 5709824]
[paragraph, [349.0, 570.0, 2443.0, 52.5], 0h42THRiHR, 5709824]
[paragraph, [349.0, 622.5, 2443.0, 52.5], 0h42THRiHR, 5709824]
[paragraph, [349.0, 675.0, 2443.0, 52.5], 0h42THRiHR, 5709824]
[paragraph, [349.0, 727.5, 2443.0, 52.5], 0h42THRiHR, 5709824]
[paragraph, [349.0, 780.0, 2443.0, 52.5], 0h42THRiHR, 5709824]
[paragraph, [349.0, 832.5, 2443.0, 52.5], 0h42THRiHR, 5709824]
[paragraph, [349.0, 885.0, 2443.0, 52.5], 0h42THRiHR, 5709824]
[paragraph, [349.0, 937.5, 2443.0, 52.5], 0h42THRiHR, 5709824]
[paragraph, [369.0, 1043.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1095.5, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1148.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1200.5, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1253.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1305.5, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1358.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1410.5, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1463.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1515.5, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1568.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1620.5, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1673.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1725.5, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1778.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1830.5, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1883.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1935.5, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 1988.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 2040.5, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [369.0, 2093.0, 2423.0, 52.5], VNHocQO9sv, 5709824]
[paragraph, [379.0, 2142.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2194.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2247.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2299.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2352.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2404.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2457.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2509.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2562.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2614.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2667.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2719.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2772.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2824.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2877.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2929.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 2982.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3034.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3087.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3139.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3192.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3244.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3297.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3349.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3402.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3454.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3507.0, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [379.0, 3559.5, 2406.0, 52.5], U5ckaQeT0A, 5709824]
[paragraph, [369.0, 3636.0, 2414.0, 52.5], xG88Mme2sc, 5709824]
[paragraph, [369.0, 3688.5, 2414.0, 52.5], xG88Mme2sc, 5709824]
[paragraph, [369.0, 3741.0, 2414.0, 52.5], xG88Mme2sc, 5709824]
[paragraph, [369.0, 3793.5, 2414.0, 52.5], xG88Mme2sc, 5709824]
[paragraph, [369.0, 3846.0, 2414.0, 52.5], xG88Mme2sc, 5709824]
[paragraph, [369.0, 3898.5, 2414.0, 52.5], xG88Mme2sc, 5709824]
[paragraph, [369.0, 3951.0, 2414.0, 52.5], xG88Mme2sc, 5709824]
[paragraph, [369.0, 4003.5, 2414.0, 52.5], xG88Mme2sc, 5709824]
[paragraph, [369.0, 4056.0, 2414.0, 52.5], xG88Mme2sc, 5709824]
