[1241, 1754]
[paragraph, [245.0, 168.0, 383.0, 18.0], yodqZSqwH4, 5726427]
[paragraph, [245.0, 186.0, 383.0, 18.0], yodqZSqwH4, 5726427]
[paragraph, [245.0, 204.0, 383.0, 18.0], yodqZSqwH4, 5726427]
[paragraph, [245.0, 222.0, 383.0, 18.0], yodqZSqwH4, 5726427]
[paragraph, [245.0, 240.0, 383.0, 18.0], yodqZSqwH4, 5726427]
[paragraph, [677.0, 171.0, 407.0, 18.0], fHIv3AVbKn, 5726427]
[paragraph, [677.0, 189.0, 407.0, 18.0], fHIv3AVbKn, 5726427]
[paragraph, [677.0, 207.0, 407.0, 18.0], fHIv3AVbKn, 5726427]
[paragraph, [677.0, 225.0, 407.0, 18.0], fHIv3AVbKn, 5726427]
[paragraph, [677.0, 243.0, 407.0, 18.0], fHIv3AVbKn, 5726427]
[ordered-list, [1124.0, 171.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 189.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 207.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 225.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 243.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 261.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 279.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 297.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 315.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 333.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 351.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 369.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 387.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 405.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 423.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 441.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 459.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 477.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 495.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 513.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 531.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[ordered-list, [1124.0, 549.0, 388.0, 18.0], EPPjUfM_Zz, 5726427]
[paragraph, [1136.0, 172.0, 377.0, 18.0], Xg8yCooYtW, 5726427]
[paragraph, [1136.0, 190.0, 377.0, 18.0], Xg8yCooYtW, 5726427]
[paragraph, [1136.0, 208.0, 377.0, 18.0], Xg8yCooYtW, 5726427]
[paragraph, [1136.0, 226.0, 377.0, 18.0], Xg8yCooYtW, 5726427]
[paragraph, [1136.0, 244.0, 377.0, 18.0], Xg8yCooYtW, 5726427]
[paragraph, [1136.0, 262.0, 377.0, 18.0], Xg8yCooYtW, 5726427]
[paragraph, [673.0, 271.0, 414.0, 18.0], U5lR6zeqJg, 5726427]
[paragraph, [673.0, 289.0, 414.0, 18.0], U5lR6zeqJg, 5726427]
[paragraph, [673.0, 307.0, 414.0, 18.0], U5lR6zeqJg, 5726427]
[paragraph, [239.0, 273.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 291.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 309.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 327.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 345.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 363.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 381.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 399.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 417.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 435.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 453.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 471.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [239.0, 489.0, 387.0, 18.0], shoonya_5sG4B5ADZPM9E5, 5726427]
[paragraph, [1131.0, 318.0, 393.0, 18.0], -plR1JFhuu, 5726427]
[paragraph, [1131.0, 336.0, 393.0, 18.0], -plR1JFhuu, 5726427]
[paragraph, [1131.0, 354.0, 393.0, 18.0], -plR1JFhuu, 5726427]
[ordered-list, [666.0, 331.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 349.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 367.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 385.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 403.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 421.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 439.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 457.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 475.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 493.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 511.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 529.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 547.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 565.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 583.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 601.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 619.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 637.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 655.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 673.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 691.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 709.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 727.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 745.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[ordered-list, [666.0, 763.0, 423.0, 18.0], 3lrAJQCoTZ, 5726427]
[paragraph, [677.0, 354.0, 411.0, 18.0], q1mGUX2pAt, 5726427]
[paragraph, [677.0, 372.0, 411.0, 18.0], q1mGUX2pAt, 5726427]
