[720, 504]
[folio, [45.0, 73.0, 88.0, 18.0], CaPYOwzjuX, 5651765]
[paragraph, [257.0, 105.0, 198.0, 18.0], shoonya_4sVF0Y7YV0BJPZ, 5651765]
[paragraph, [257.0, 123.0, 198.0, 18.0], shoonya_4sVF0Y7YV0BJPZ, 5651765]
[paragraph, [257.0, 141.0, 198.0, 18.0], shoonya_4sVF0Y7YV0BJPZ, 5651765]
[paragraph, [257.0, 159.0, 198.0, 18.0], shoonya_4sVF0Y7YV0BJPZ, 5651765]
[paragraph, [257.0, 177.0, 198.0, 18.0], shoonya_4sVF0Y7YV0BJPZ, 5651765]
[paragraph, [257.0, 195.0, 198.0, 18.0], shoonya_4sVF0Y7YV0BJPZ, 5651765]
[paragraph, [47.0, 106.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 124.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 142.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 160.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 178.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 196.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 214.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 232.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 250.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 268.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 286.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[paragraph, [47.0, 304.0, 197.0, 18.0], shoonya_0sXO0CGLGZHV91, 5651765]
[sub-section-title, [256.0, 256.0, 198.0, 25.5], tX7qwViHmX, 5651765]
[paragraph, [256.0, 294.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 312.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 330.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 348.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 366.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 384.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 402.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 420.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 438.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 456.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 474.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 492.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 510.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 528.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 546.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 564.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 582.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 600.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [256.0, 618.0, 201.0, 18.0], shoonya_3sAUHDIO0EW62K, 5651765]
[paragraph, [50.0, 345.0, 194.0, 18.0], shoonya_2sC38JH04NT2QX, 5651765]
[paragraph, [50.0, 363.0, 194.0, 18.0], shoonya_2sC38JH04NT2QX, 5651765]
[paragraph, [50.0, 381.0, 194.0, 18.0], shoonya_2sC38JH04NT2QX, 5651765]
[paragraph, [50.0, 399.0, 194.0, 18.0], shoonya_2sC38JH04NT2QX, 5651765]
[paragraph, [50.0, 417.0, 194.0, 18.0], shoonya_2sC38JH04NT2QX, 5651765]
[paragraph, [50.0, 435.0, 194.0, 18.0], shoonya_2sC38JH04NT2QX, 5651765]
[paragraph, [50.0, 453.0, 194.0, 18.0], shoonya_2sC38JH04NT2QX, 5651765]
[paragraph, [50.0, 471.0, 194.0, 18.0], shoonya_2sC38JH04NT2QX, 5651765]
[paragraph, [40.0, 500.0, 205.0, 18.0], shoonya_1s8CLE9TTPBYSW, 5651765]
[paragraph, [40.0, 518.0, 205.0, 18.0], shoonya_1s8CLE9TTPBYSW, 5651765]
[paragraph, [40.0, 536.0, 205.0, 18.0], shoonya_1s8CLE9TTPBYSW, 5651765]
[paragraph, [40.0, 554.0, 205.0, 18.0], shoonya_1s8CLE9TTPBYSW, 5651765]
[paragraph, [40.0, 572.0, 205.0, 18.0], shoonya_1s8CLE9TTPBYSW, 5651765]
[paragraph, [40.0, 590.0, 205.0, 18.0], shoonya_1s8CLE9TTPBYSW, 5651765]
[paragraph, [40.0, 608.0, 205.0, 18.0], shoonya_1s8CLE9TTPBYSW, 5651765]
[footnote, [206.0, 682.0, 88.0, 18.0], jWzND0QGs2, 5651765]
