[1230, 750]
[folio, [109.0, 31.0, 260.0, 18.0], tMYpoFmOGD, 6470061]
[paragraph, [100.0, 84.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 102.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 120.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 138.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 156.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 174.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 192.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 210.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 228.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 246.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 264.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 282.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 300.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 318.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 336.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 354.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 372.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 390.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 408.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 426.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 444.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 462.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 480.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 498.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 516.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 534.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 552.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 570.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 588.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 606.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 624.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 642.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 660.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 678.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 696.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 714.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [100.0, 732.0, 601.0, 18.0], shoonya_0sXNYE4B0UTKO1, 6470061]
[paragraph, [96.0, 767.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
[paragraph, [96.0, 785.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
[paragraph, [96.0, 803.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
[paragraph, [96.0, 821.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
[paragraph, [96.0, 839.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
[paragraph, [96.0, 857.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
[paragraph, [96.0, 875.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
[paragraph, [96.0, 893.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
[paragraph, [96.0, 911.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
[paragraph, [96.0, 929.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
[paragraph, [96.0, 947.0, 602.0, 18.0], shoonya_2sD8W6KYHKBU0N, 6470061]
