[1425, 1088]
[section-title, [157.0, 115.0, 685.0, 30.0], NcSE62eHli, 5758672]
[section-title, [157.0, 145.0, 685.0, 30.0], NcSE62eHli, 5758672]
[section-title, [157.0, 175.0, 685.0, 30.0], NcSE62eHli, 5758672]
[section-title, [157.0, 205.0, 685.0, 30.0], NcSE62eHli, 5758672]
[paragraph, [88.0, 264.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 282.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 300.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 318.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 336.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 354.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 372.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 390.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 408.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 426.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 444.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 462.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 480.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 498.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 516.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [88.0, 534.0, 874.0, 18.0], shoonya_4sSUMZGHP7D5IU, 5758672]
[paragraph, [89.0, 561.0, 874.0, 18.0], 7NHJjHowvU, 5758672]
[paragraph, [89.0, 579.0, 874.0, 18.0], 7NHJjHowvU, 5758672]
[paragraph, [89.0, 597.0, 874.0, 18.0], 7NHJjHowvU, 5758672]
[paragraph, [89.0, 615.0, 874.0, 18.0], 7NHJjHowvU, 5758672]
[paragraph, [89.0, 633.0, 874.0, 18.0], 7NHJjHowvU, 5758672]
[paragraph, [89.0, 651.0, 874.0, 18.0], 7NHJjHowvU, 5758672]
[paragraph, [89.0, 669.0, 874.0, 18.0], 7NHJjHowvU, 5758672]
[paragraph, [89.0, 687.0, 874.0, 18.0], 7NHJjHowvU, 5758672]
[paragraph, [88.0, 715.0, 874.0, 18.0], SNH2gU1n-9, 5758672]
[paragraph, [88.0, 733.0, 874.0, 18.0], SNH2gU1n-9, 5758672]
[paragraph, [88.0, 751.0, 874.0, 18.0], SNH2gU1n-9, 5758672]
[paragraph, [88.0, 769.0, 874.0, 18.0], SNH2gU1n-9, 5758672]
[paragraph, [88.0, 787.0, 874.0, 18.0], SNH2gU1n-9, 5758672]
[paragraph, [88.0, 805.0, 874.0, 18.0], SNH2gU1n-9, 5758672]
[paragraph, [88.0, 823.0, 874.0, 18.0], SNH2gU1n-9, 5758672]
[paragraph, [88.0, 841.0, 874.0, 18.0], SNH2gU1n-9, 5758672]
[paragraph, [88.0, 859.0, 874.0, 18.0], SNH2gU1n-9, 5758672]
[section-title, [150.0, 925.0, 428.0, 30.0], TAsBo4Z2FS, 5758672]
[paragraph, [102.0, 979.0, 844.0, 18.0], shoonya_6sSVOU03BR9STG, 5758672]
[paragraph, [102.0, 997.0, 844.0, 18.0], shoonya_6sSVOU03BR9STG, 5758672]
[paragraph, [102.0, 1015.0, 844.0, 18.0], shoonya_6sSVOU03BR9STG, 5758672]
[paragraph, [102.0, 1033.0, 844.0, 18.0], shoonya_6sSVOU03BR9STG, 5758672]
[paragraph, [102.0, 1051.0, 844.0, 18.0], shoonya_6sSVOU03BR9STG, 5758672]
[paragraph, [102.0, 1069.0, 844.0, 18.0], shoonya_6sSVOU03BR9STG, 5758672]
[paragraph, [102.0, 1087.0, 844.0, 18.0], shoonya_6sSVOU03BR9STG, 5758672]
[paragraph, [104.0, 1124.0, 842.0, 18.0], I1Z5P0AJDO, 5758672]
[paragraph, [104.0, 1142.0, 842.0, 18.0], I1Z5P0AJDO, 5758672]
[paragraph, [104.0, 1160.0, 842.0, 18.0], I1Z5P0AJDO, 5758672]
[paragraph, [104.0, 1178.0, 842.0, 18.0], I1Z5P0AJDO, 5758672]
[paragraph, [104.0, 1196.0, 842.0, 18.0], I1Z5P0AJDO, 5758672]
[paragraph, [99.0, 1234.0, 845.0, 18.0], k72PTpHvZs, 5758672]
[paragraph, [99.0, 1252.0, 845.0, 18.0], k72PTpHvZs, 5758672]
[folio, [92.0, 1338.0, 176.0, 18.0], shoonya_3sET34Y6BRRTI2, 5758672]
[folio, [92.0, 1356.0, 176.0, 18.0], shoonya_3sET34Y6BRRTI2, 5758672]
