[3300, 2550]
[paragraph, [277.0, 277.0, 2011.0, 52.5], y1EN7RCzFS, 5720555]
[paragraph, [277.0, 329.5, 2011.0, 52.5], y1EN7RCzFS, 5720555]
[paragraph, [277.0, 382.0, 2011.0, 52.5], y1EN7RCzFS, 5720555]
[paragraph, [270.0, 503.0, 2024.0, 52.5], _T42YeEwU3, 5720555]
[paragraph, [270.0, 555.5, 2024.0, 52.5], _T42YeEwU3, 5720555]
[paragraph, [270.0, 608.0, 2024.0, 52.5], _T42YeEwU3, 5720555]
[paragraph, [270.0, 660.5, 2024.0, 52.5], _T42YeEwU3, 5720555]
[paragraph, [270.0, 713.0, 2024.0, 52.5], _T42YeEwU3, 5720555]
[paragraph, [270.0, 765.5, 2024.0, 52.5], _T42YeEwU3, 5720555]
[paragraph, [270.0, 818.0, 2024.0, 52.5], _T42YeEwU3, 5720555]
[paragraph, [270.0, 870.5, 2024.0, 52.5], _T42YeEwU3, 5720555]
[paragraph, [270.0, 923.0, 2024.0, 52.5], _T42YeEwU3, 5720555]
[paragraph, [274.0, 1017.0, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [274.0, 1069.5, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [274.0, 1122.0, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [274.0, 1174.5, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [274.0, 1227.0, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [274.0, 1279.5, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [274.0, 1332.0, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [274.0, 1384.5, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [274.0, 1437.0, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [274.0, 1489.5, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [274.0, 1542.0, 2006.0, 52.5], shoonya_0sO479RYP5QFXM, 5720555]
[paragraph, [267.0, 1637.0, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [267.0, 1689.5, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [267.0, 1742.0, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [267.0, 1794.5, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [267.0, 1847.0, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [267.0, 1899.5, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [267.0, 1952.0, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [267.0, 2004.5, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [267.0, 2057.0, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [267.0, 2109.5, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [267.0, 2162.0, 2014.0, 52.5], a0Bi90_MRY, 5720555]
[paragraph, [274.0, 2242.0, 2001.0, 52.5], Wt5remtoXj, 5720555]
[paragraph, [274.0, 2294.5, 2001.0, 52.5], Wt5remtoXj, 5720555]
[paragraph, [274.0, 2347.0, 2001.0, 52.5], Wt5remtoXj, 5720555]
[paragraph, [274.0, 2399.5, 2001.0, 52.5], Wt5remtoXj, 5720555]
[paragraph, [274.0, 2452.0, 2001.0, 52.5], Wt5remtoXj, 5720555]
[paragraph, [274.0, 2504.5, 2001.0, 52.5], Wt5remtoXj, 5720555]
[paragraph, [274.0, 2557.0, 2001.0, 52.5], Wt5remtoXj, 5720555]
[paragraph, [274.0, 2609.5, 2001.0, 52.5], Wt5remtoXj, 5720555]
[paragraph, [274.0, 2662.0, 2001.0, 52.5], Wt5remtoXj, 5720555]
[paragraph, [274.0, 2714.5, 2001.0, 52.5], Wt5remtoXj, 5720555]
[paragraph, [274.0, 2767.0, 2001.0, 52.5], Wt5remtoXj, 5720555]
