[1275, 1650]
[folio, [173.0, 109.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[folio, [173.0, 127.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[folio, [173.0, 145.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[folio, [173.0, 163.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[folio, [173.0, 181.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[folio, [173.0, 199.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[folio, [173.0, 217.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[folio, [173.0, 235.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[folio, [173.0, 253.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[folio, [173.0, 271.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[folio, [173.0, 289.0, 627.0, 18.0], KAjOkwfcZV, 5763947]
[sidebar, [449.0, 330.0, 336.0, 18.0], oMLQTA3f0y, 5763947]
[sidebar, [90.0, 334.0, 198.0, 18.0], ZHI75A4LO7, 5763947]
[sidebar, [633.0, 412.0, 177.0, 18.0], jUFfwgP5pl, 5763947]
[sidebar, [633.0, 430.0, 177.0, 18.0], jUFfwgP5pl, 5763947]
[second-level-question, [74.0, 452.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 470.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 488.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 506.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 524.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 542.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 560.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 578.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 596.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 614.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 632.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 650.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 668.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 686.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 704.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 722.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 740.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 758.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 776.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 794.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 812.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 830.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 848.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 866.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 884.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 902.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 920.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 938.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 956.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 974.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 992.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 1010.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[second-level-question, [74.0, 1028.0, 745.0, 18.0], shoonya_1sBERDEOPPL422, 5763947]
[folio, [391.0, 1107.0, 276.0, 18.0], EDRiKH0z79, 5763947]
[folio, [391.0, 1125.0, 276.0, 18.0], EDRiKH0z79, 5763947]
