[2339, 1654]
[folio, [97.0, 109.0, 417.0, 36.0], TvurmkkJZB, 5750482]
[paragraph, [101.0, 144.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 180.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 216.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 252.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 288.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 324.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 360.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 396.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 432.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 468.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 504.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 540.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 576.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 612.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 648.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 684.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 720.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 756.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 792.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 828.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 864.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 900.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 936.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 972.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1008.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1044.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1080.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1116.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1152.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1188.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1224.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1260.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1296.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1332.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1368.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1404.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [101.0, 1440.0, 1492.0, 36.0], YwUurmMlBq, 5750482]
[paragraph, [137.0, 1481.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1517.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1553.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1589.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1625.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1661.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1697.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1733.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1769.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1805.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1841.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1877.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1913.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1949.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 1985.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [137.0, 2021.0, 1458.0, 36.0], shoonya_0s536Z771B7B74, 5750482]
[paragraph, [283.0, 2066.0, 1180.0, 36.0], YFg5cgqHIP, 5750482]
[paragraph, [283.0, 2102.0, 1180.0, 36.0], YFg5cgqHIP, 5750482]
[paragraph, [283.0, 2138.0, 1180.0, 36.0], YFg5cgqHIP, 5750482]
[paragraph, [283.0, 2174.0, 1180.0, 36.0], YFg5cgqHIP, 5750482]
