[1754, 1241]
[paragraph, [328.0, 101.0, 799.0, 36.0], shoonya_0sFYHE3GFB4743, 5708418]
[paragraph, [328.0, 137.0, 799.0, 36.0], shoonya_0sFYHE3GFB4743, 5708418]
[paragraph, [328.0, 173.0, 799.0, 36.0], shoonya_0sFYHE3GFB4743, 5708418]
[paragraph, [328.0, 209.0, 799.0, 36.0], shoonya_0sFYHE3GFB4743, 5708418]
[paragraph, [328.0, 245.0, 799.0, 36.0], shoonya_0sFYHE3GFB4743, 5708418]
[ordered-list, [175.0, 309.0, 954.0, 36.0], 0BfvD17O0k, 5708418]
[ordered-list, [175.0, 345.0, 954.0, 36.0], 0BfvD17O0k, 5708418]
[ordered-list, [175.0, 381.0, 954.0, 36.0], 0BfvD17O0k, 5708418]
[ordered-list, [175.0, 417.0, 954.0, 36.0], 0BfvD17O0k, 5708418]
[ordered-list, [175.0, 453.0, 954.0, 36.0], 0BfvD17O0k, 5708418]
[ordered-list, [175.0, 489.0, 954.0, 36.0], 0BfvD17O0k, 5708418]
[ordered-list, [175.0, 525.0, 954.0, 36.0], 0BfvD17O0k, 5708418]
[ordered-list, [175.0, 561.0, 954.0, 36.0], 0BfvD17O0k, 5708418]
[ordered-list, [108.0, 613.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 649.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 685.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 721.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 757.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 793.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 829.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 865.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 901.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 937.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 973.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1009.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1045.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1081.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1117.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1153.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1189.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1225.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1261.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1297.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1333.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1369.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1405.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1441.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1477.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1513.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1549.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[ordered-list, [108.0, 1585.0, 1036.0, 36.0], KeZ32Cs01R, 5708418]
[sub-ordered-list, [179.0, 644.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 680.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 716.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 752.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 788.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 824.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 860.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 896.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 932.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 968.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1004.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1040.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1076.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1112.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1148.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1184.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1220.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1256.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1292.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1328.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1364.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1400.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [179.0, 1436.0, 963.0, 36.0], 5qCDP3VDAE, 5708418]
[sub-ordered-list, [185.0, 1526.0, 949.0, 36.0], nIr_M4qEgP, 5708418]
[sub-ordered-list, [185.0, 1562.0, 949.0, 36.0], nIr_M4qEgP, 5708418]
