[3508, 2481]
[contact-info, [576.0, 92.0, 1319.0, 52.5], shoonya_7sTSP9TWIPVPS9, 6516809]
[contact-info, [576.0, 144.5, 1319.0, 52.5], shoonya_7sTSP9TWIPVPS9, 6516809]
[contact-info, [576.0, 197.0, 1319.0, 52.5], shoonya_7sTSP9TWIPVPS9, 6516809]
[section-title, [1014.0, 597.0, 423.0, 93.0], HKImX0Lugp, 6516809]
[folio, [635.0, 828.0, 1217.0, 52.5], shoonya_2sC4UK1YLY2M0O, 6516809]
[dateline, [1942.0, 1085.0, 300.0, 52.5], -nAm06a4MK, 6516809]
[paragraph, [226.0, 1345.0, 252.0, 52.5], shoonya_6sP34BCHCA77E7, 6516809]
[paragraph, [220.0, 1458.0, 2037.0, 52.5], shoonya_4sCFIR5A7WACY5, 6516809]
[paragraph, [220.0, 1510.5, 2037.0, 52.5], shoonya_4sCFIR5A7WACY5, 6516809]
[paragraph, [220.0, 1563.0, 2037.0, 52.5], shoonya_4sCFIR5A7WACY5, 6516809]
[paragraph, [220.0, 1615.5, 2037.0, 52.5], shoonya_4sCFIR5A7WACY5, 6516809]
[paragraph, [220.0, 1668.0, 2037.0, 52.5], shoonya_4sCFIR5A7WACY5, 6516809]
[paragraph, [220.0, 1720.5, 2037.0, 52.5], shoonya_4sCFIR5A7WACY5, 6516809]
[paragraph, [220.0, 1816.0, 2043.0, 52.5], shoonya_3sZQHOGMZW3I4Y, 6516809]
[paragraph, [220.0, 1868.5, 2043.0, 52.5], shoonya_3sZQHOGMZW3I4Y, 6516809]
[paragraph, [220.0, 1921.0, 2043.0, 52.5], shoonya_3sZQHOGMZW3I4Y, 6516809]
[paragraph, [220.0, 1973.5, 2043.0, 52.5], shoonya_3sZQHOGMZW3I4Y, 6516809]
[paragraph, [220.0, 2026.0, 2043.0, 52.5], shoonya_3sZQHOGMZW3I4Y, 6516809]
[paragraph, [220.0, 2078.5, 2043.0, 52.5], shoonya_3sZQHOGMZW3I4Y, 6516809]
[paragraph, [220.0, 2131.0, 2043.0, 52.5], shoonya_3sZQHOGMZW3I4Y, 6516809]
[paragraph, [216.0, 2190.0, 2047.0, 52.5], F28VKEJozQ, 6516809]
[paragraph, [216.0, 2242.5, 2047.0, 52.5], F28VKEJozQ, 6516809]
[paragraph, [216.0, 2295.0, 2047.0, 52.5], F28VKEJozQ, 6516809]
[paragraph, [216.0, 2347.5, 2047.0, 52.5], F28VKEJozQ, 6516809]
[contact-info, [1836.0, 2763.0, 415.0, 52.5], VSHL-SBLWt, 6516809]
[contact-info, [1836.0, 2815.5, 415.0, 52.5], VSHL-SBLWt, 6516809]
[contact-info, [999.0, 3285.0, 473.0, 52.5], shoonya_8sP4IFIHDIXG00, 6516809]
