[2000, 1414]
[quote, [74.0, 97.0, 887.0, 36.0], RSPfSLUBF1, 6516601]
[quote, [74.0, 133.0, 887.0, 36.0], RSPfSLUBF1, 6516601]
[quote, [74.0, 169.0, 887.0, 36.0], RSPfSLUBF1, 6516601]
[quote, [74.0, 205.0, 887.0, 36.0], RSPfSLUBF1, 6516601]
[quote, [74.0, 241.0, 887.0, 36.0], RSPfSLUBF1, 6516601]
[quote, [74.0, 277.0, 887.0, 36.0], RSPfSLUBF1, 6516601]
[quote, [74.0, 313.0, 887.0, 36.0], RSPfSLUBF1, 6516601]
[quote, [74.0, 349.0, 887.0, 36.0], RSPfSLUBF1, 6516601]
[quote, [74.0, 385.0, 887.0, 36.0], RSPfSLUBF1, 6516601]
[quote, [74.0, 421.0, 887.0, 36.0], RSPfSLUBF1, 6516601]
[paragraph, [722.0, 1306.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1342.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1378.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1414.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1450.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1486.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1522.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1558.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1594.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1630.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1666.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1702.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [722.0, 1738.0, 291.0, 36.0], cXLfHXDVMD, 6516601]
[paragraph, [1043.0, 1306.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1342.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1378.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1414.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1450.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1486.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1522.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1558.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1594.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1630.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1666.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1702.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [1043.0, 1738.0, 293.0, 36.0], TIB8XGTY2c, 6516601]
[paragraph, [397.0, 1447.0, 291.0, 36.0], x3zxnN3fYG, 6516601]
[paragraph, [397.0, 1483.0, 291.0, 36.0], x3zxnN3fYG, 6516601]
[paragraph, [397.0, 1519.0, 291.0, 36.0], x3zxnN3fYG, 6516601]
[paragraph, [397.0, 1555.0, 291.0, 36.0], x3zxnN3fYG, 6516601]
[paragraph, [397.0, 1591.0, 291.0, 36.0], x3zxnN3fYG, 6516601]
[paragraph, [397.0, 1627.0, 291.0, 36.0], x3zxnN3fYG, 6516601]
[paragraph, [397.0, 1663.0, 291.0, 36.0], x3zxnN3fYG, 6516601]
[paragraph, [397.0, 1699.0, 291.0, 36.0], x3zxnN3fYG, 6516601]
[paragraph, [73.0, 1451.0, 298.0, 36.0], shoonya_0sTNU6M87DEAP8, 6516601]
[paragraph, [73.0, 1487.0, 298.0, 36.0], shoonya_0sTNU6M87DEAP8, 6516601]
[paragraph, [73.0, 1523.0, 298.0, 36.0], shoonya_0sTNU6M87DEAP8, 6516601]
[paragraph, [73.0, 1559.0, 298.0, 36.0], shoonya_0sTNU6M87DEAP8, 6516601]
[paragraph, [73.0, 1595.0, 298.0, 36.0], shoonya_0sTNU6M87DEAP8, 6516601]
[paragraph, [73.0, 1631.0, 298.0, 36.0], shoonya_0sTNU6M87DEAP8, 6516601]
[paragraph, [73.0, 1667.0, 298.0, 36.0], shoonya_0sTNU6M87DEAP8, 6516601]
[paragraph, [73.0, 1703.0, 298.0, 36.0], shoonya_0sTNU6M87DEAP8, 6516601]
