[2200, 1700]
[paragraph, [257.0, 55.0, 1089.0, 36.0], shoonya_0sBJ1C9O2NKXI3, 5730635]
[paragraph, [257.0, 91.0, 1089.0, 36.0], shoonya_0sBJ1C9O2NKXI3, 5730635]
[paragraph, [257.0, 127.0, 1089.0, 36.0], shoonya_0sBJ1C9O2NKXI3, 5730635]
[paragraph, [257.0, 163.0, 1089.0, 36.0], shoonya_0sBJ1C9O2NKXI3, 5730635]
[paragraph, [257.0, 199.0, 1089.0, 36.0], shoonya_0sBJ1C9O2NKXI3, 5730635]
[paragraph, [262.0, 236.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [262.0, 272.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [262.0, 308.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [262.0, 344.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [262.0, 380.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [262.0, 416.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [262.0, 452.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [262.0, 488.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [262.0, 524.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [262.0, 560.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [262.0, 596.0, 1087.0, 36.0], shoonya_1s3MMJHYLV8QWQ, 5730635]
[paragraph, [267.0, 637.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 673.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 709.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 745.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 781.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 817.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 853.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 889.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 925.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 961.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 997.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1033.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1069.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1105.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1141.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1177.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1213.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1249.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1285.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1321.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1357.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1393.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1429.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1465.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1501.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1537.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1573.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1609.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1645.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1681.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [267.0, 1717.0, 1093.0, 36.0], iST4S4vi6a, 5730635]
[paragraph, [285.0, 1754.0, 1085.0, 36.0], shoonya_2s4DP9X3RVBC91, 5730635]
[paragraph, [285.0, 1790.0, 1085.0, 36.0], shoonya_2s4DP9X3RVBC91, 5730635]
[paragraph, [285.0, 1826.0, 1085.0, 36.0], shoonya_2s4DP9X3RVBC91, 5730635]
[paragraph, [285.0, 1862.0, 1085.0, 36.0], shoonya_2s4DP9X3RVBC91, 5730635]
[paragraph, [285.0, 1898.0, 1085.0, 36.0], shoonya_2s4DP9X3RVBC91, 5730635]
[folio, [927.0, 2004.0, 365.0, 36.0], 6bn30rCDt6, 5730635]
