[1350, 975]
[section-title, [101.0, 112.0, 767.0, 30.0], OEatxB3CeO, 6473639]
[section-title, [101.0, 142.0, 767.0, 30.0], OEatxB3CeO, 6473639]
[subsub-section-title, [108.0, 248.0, 383.0, 15.0], KVv6moUh1d, 6473639]
[subsub-section-title, [108.0, 263.0, 383.0, 15.0], KVv6moUh1d, 6473639]
[ordered-list, [158.0, 295.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 313.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 331.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 349.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 367.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 385.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 403.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 421.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 439.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 457.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 475.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 493.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 511.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 529.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 547.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 565.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 583.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 601.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 619.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 637.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 655.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 673.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 691.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 709.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 727.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 745.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 763.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 781.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 799.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[ordered-list, [158.0, 817.0, 712.0, 18.0], shoonya_3s6P30L4MQRTS6, 6473639]
[subsub-section-title, [99.0, 868.0, 462.0, 15.0], JODoB_hVa8, 6473639]
[subsub-section-title, [99.0, 883.0, 462.0, 15.0], JODoB_hVa8, 6473639]
[ordered-list, [153.0, 917.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 935.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 953.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 971.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 989.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1007.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1025.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1043.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1061.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1079.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1097.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1115.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1133.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1151.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1169.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1187.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1205.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
[ordered-list, [153.0, 1223.0, 712.0, 18.0], 52ZkFT1Dwp, 6473639]
