[1839, 1268]
[paragraph, [197.0, 187.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 223.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 259.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 295.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 331.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 367.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 403.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 439.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 475.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 511.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 547.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 583.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 619.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 655.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 691.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 727.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 763.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 799.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 835.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 871.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 907.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 943.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 979.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 1015.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 1051.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 1087.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 1123.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 1159.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 1195.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [197.0, 1231.0, 953.0, 36.0], shoonya_0sXMNGNYNLICCC, 5744483]
[paragraph, [201.0, 1284.0, 958.0, 36.0], 2Nrc6hmbGa, 5744483]
[paragraph, [201.0, 1320.0, 958.0, 36.0], 2Nrc6hmbGa, 5744483]
[paragraph, [201.0, 1356.0, 958.0, 36.0], 2Nrc6hmbGa, 5744483]
[paragraph, [201.0, 1392.0, 958.0, 36.0], 2Nrc6hmbGa, 5744483]
[paragraph, [201.0, 1428.0, 958.0, 36.0], 2Nrc6hmbGa, 5744483]
[paragraph, [201.0, 1464.0, 958.0, 36.0], 2Nrc6hmbGa, 5744483]
[paragraph, [201.0, 1500.0, 958.0, 36.0], 2Nrc6hmbGa, 5744483]
