[1238, 765]
[headline, [302.0, 71.0, 219.0, 25.5], QdS3YPkOfl, 5770595]
[paragraph, [76.0, 124.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 142.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 160.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 178.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 196.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 214.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 232.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 250.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 268.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 286.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 304.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 322.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 340.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 358.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 376.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 394.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 412.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 430.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 448.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 466.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 484.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 502.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 520.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 538.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 556.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [76.0, 574.0, 300.0, 18.0], BdpxlxEAMG, 5770595]
[paragraph, [388.0, 130.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 148.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 166.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 184.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 202.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 220.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 238.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 256.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 274.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 292.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 310.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 328.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 346.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 364.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 382.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 400.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 418.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 436.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 454.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 472.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 490.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 508.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 526.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 544.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 562.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 580.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 598.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 616.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 634.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 652.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 670.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 688.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 706.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 724.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 742.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 760.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 778.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 796.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [388.0, 814.0, 303.0, 18.0], shoonya_0sTH9I2QFME5C0, 5770595]
[paragraph, [80.0, 607.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 625.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 643.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 661.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 679.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 697.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 715.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 733.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 751.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 769.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 787.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
[paragraph, [80.0, 805.0, 304.0, 18.0], 4alU2cLdwR, 5770595]
