[1650, 1275]
[paragraph, [253.0, 176.0, 837.0, 36.0], z4_WZzFHg2, 6471118]
[paragraph, [253.0, 212.0, 837.0, 36.0], z4_WZzFHg2, 6471118]
[paragraph, [253.0, 248.0, 837.0, 36.0], z4_WZzFHg2, 6471118]
[paragraph, [253.0, 284.0, 837.0, 36.0], z4_WZzFHg2, 6471118]
[paragraph, [253.0, 320.0, 837.0, 36.0], z4_WZzFHg2, 6471118]
[paragraph, [253.0, 356.0, 837.0, 36.0], z4_WZzFHg2, 6471118]
[paragraph, [253.0, 392.0, 837.0, 36.0], z4_WZzFHg2, 6471118]
[paragraph, [253.0, 428.0, 837.0, 36.0], z4_WZzFHg2, 6471118]
[paragraph, [253.0, 464.0, 837.0, 36.0], z4_WZzFHg2, 6471118]
[paragraph, [252.0, 604.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 640.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 676.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 712.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 748.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 784.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 820.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 856.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 892.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 928.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 964.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 1000.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 1036.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 1072.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 1108.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 1144.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 1180.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 1216.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 1252.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[paragraph, [252.0, 1288.0, 837.0, 36.0], shoonya_0sELOWY1MXN4Y5, 6471118]
[footnote, [256.0, 1439.0, 326.0, 36.0], UD3gN745ry, 6471118]
[footnote, [256.0, 1475.0, 326.0, 36.0], UD3gN745ry, 6471118]
