[595, 454]
[chapter-title, [271.0, 163.0, 135.0, 30.0], mNgpxSZJ-V, 6460229]
[paragraph, [32.0, 209.0, 191.0, 18.0], shoonya_3sS3DHXHQ3COQP, 6460229]
[paragraph, [32.0, 227.0, 191.0, 18.0], shoonya_3sS3DHXHQ3COQP, 6460229]
[paragraph, [32.0, 245.0, 191.0, 18.0], shoonya_3sS3DHXHQ3COQP, 6460229]
[paragraph, [32.0, 263.0, 191.0, 18.0], shoonya_3sS3DHXHQ3COQP, 6460229]
[paragraph, [32.0, 281.0, 191.0, 18.0], shoonya_3sS3DHXHQ3COQP, 6460229]
[paragraph, [32.0, 299.0, 191.0, 18.0], shoonya_3sS3DHXHQ3COQP, 6460229]
[paragraph, [32.0, 317.0, 191.0, 18.0], shoonya_3sS3DHXHQ3COQP, 6460229]
[paragraph, [32.0, 335.0, 191.0, 18.0], shoonya_3sS3DHXHQ3COQP, 6460229]
[paragraph, [224.0, 209.0, 200.0, 18.0], shoonya_5s3QJB3C9IRTL8, 6460229]
[paragraph, [224.0, 227.0, 200.0, 18.0], shoonya_5s3QJB3C9IRTL8, 6460229]
[paragraph, [224.0, 245.0, 200.0, 18.0], shoonya_5s3QJB3C9IRTL8, 6460229]
[paragraph, [224.0, 267.0, 206.0, 18.0], s1NNdE7JM8, 6460229]
[paragraph, [224.0, 285.0, 206.0, 18.0], s1NNdE7JM8, 6460229]
[paragraph, [224.0, 303.0, 206.0, 18.0], s1NNdE7JM8, 6460229]
[paragraph, [223.0, 325.0, 204.0, 18.0], shoonya_4sCO6VJVU8QACX, 6460229]
[paragraph, [223.0, 343.0, 204.0, 18.0], shoonya_4sCO6VJVU8QACX, 6460229]
[paragraph, [223.0, 361.0, 204.0, 18.0], shoonya_4sCO6VJVU8QACX, 6460229]
[paragraph, [34.0, 365.0, 191.0, 18.0], shoonya_0s6S0PDG8EW73J, 6460229]
[paragraph, [34.0, 383.0, 191.0, 18.0], shoonya_0s6S0PDG8EW73J, 6460229]
[paragraph, [34.0, 401.0, 191.0, 18.0], shoonya_0s6S0PDG8EW73J, 6460229]
[paragraph, [224.0, 381.0, 205.0, 18.0], 82FF_CIF-b, 6460229]
[paragraph, [224.0, 399.0, 205.0, 18.0], 82FF_CIF-b, 6460229]
[paragraph, [224.0, 417.0, 205.0, 18.0], 82FF_CIF-b, 6460229]
[paragraph, [224.0, 435.0, 205.0, 18.0], 82FF_CIF-b, 6460229]
[paragraph, [224.0, 453.0, 205.0, 18.0], 82FF_CIF-b, 6460229]
[paragraph, [32.0, 423.0, 193.0, 18.0], shoonya_2sVP1R66E0X51O, 6460229]
[paragraph, [32.0, 441.0, 193.0, 18.0], shoonya_2sVP1R66E0X51O, 6460229]
[paragraph, [32.0, 459.0, 193.0, 18.0], shoonya_2sVP1R66E0X51O, 6460229]
[paragraph, [32.0, 477.0, 193.0, 18.0], shoonya_2sVP1R66E0X51O, 6460229]
[paragraph, [32.0, 495.0, 193.0, 18.0], shoonya_2sVP1R66E0X51O, 6460229]
[paragraph, [32.0, 513.0, 193.0, 18.0], shoonya_2sVP1R66E0X51O, 6460229]
[paragraph, [227.0, 479.0, 199.0, 18.0], 9wA0d5W9X0, 6460229]
[paragraph, [227.0, 497.0, 199.0, 18.0], 9wA0d5W9X0, 6460229]
[paragraph, [227.0, 515.0, 199.0, 18.0], 9wA0d5W9X0, 6460229]
