[2520, 1740]
[section-title, [1128.0, 462.0, 363.0, 79.5], ram_m7aF9k, 5694264]
[paragraph, [1153.0, 620.0, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 666.5, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 713.0, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 759.5, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 806.0, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 852.5, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 899.0, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 945.5, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 992.0, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 1038.5, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 1085.0, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[paragraph, [1153.0, 1131.5, 442.0, 46.5], shoonya_4sFK56WHYXQ2NM, 5694264]
[section-title, [577.0, 1407.0, 259.0, 79.5], uqtyKCp9IX, 5694264]
[paragraph, [52.0, 1541.0, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 1587.5, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 1634.0, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 1680.5, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 1727.0, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 1773.5, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 1820.0, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 1866.5, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 1913.0, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 1959.5, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 2006.0, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 2052.5, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 2099.0, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [52.0, 2145.5, 452.0, 46.5], shoonya_0sDZPK4NXIBWVI, 5694264]
[paragraph, [596.0, 1545.0, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 1591.5, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 1638.0, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 1684.5, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 1731.0, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 1777.5, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 1824.0, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 1870.5, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 1917.0, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 1963.5, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 2010.0, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 2056.5, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 2103.0, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 2149.5, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 2196.0, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
[paragraph, [596.0, 2242.5, 499.0, 46.5], shoonya_1sB083ETR1U6XE, 5694264]
