[2339, 1653]
[paragraph, [325.0, 164.0, 1145.0, 36.0], shoonya_0sTBHZWCBZCBOP, 5733939]
[paragraph, [325.0, 200.0, 1145.0, 36.0], shoonya_0sTBHZWCBZCBOP, 5733939]
[paragraph, [325.0, 236.0, 1145.0, 36.0], shoonya_0sTBHZWCBZCBOP, 5733939]
[paragraph, [325.0, 272.0, 1145.0, 36.0], shoonya_0sTBHZWCBZCBOP, 5733939]
[paragraph, [325.0, 308.0, 1145.0, 36.0], shoonya_0sTBHZWCBZCBOP, 5733939]
[paragraph, [325.0, 344.0, 1145.0, 36.0], shoonya_0sTBHZWCBZCBOP, 5733939]
[paragraph, [325.0, 380.0, 1145.0, 36.0], shoonya_0sTBHZWCBZCBOP, 5733939]
[paragraph, [319.0, 445.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 481.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 517.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 553.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 589.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 625.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 661.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 697.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 733.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 769.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 805.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 841.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 877.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 913.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 949.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 985.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1021.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1057.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1093.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1129.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1165.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1201.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1237.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1273.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1309.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1345.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1381.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1417.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1453.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1489.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1525.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1561.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1597.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1633.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1669.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1705.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1741.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1777.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1813.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1849.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1885.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1921.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1957.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 1993.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 2029.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[paragraph, [319.0, 2065.0, 1146.0, 36.0], shoonya_1sIAVUOKESKZ2I, 5733939]
[folio, [1283.0, 2159.0, 139.0, 36.0], qPyaaViwym, 5733939]
