[2339, 1656]
[dateline, [1046.0, 22.0, 520.0, 64.5], wlipU2kL95, 5656754]
[folio, [95.0, 35.0, 711.0, 36.0], 8btCT82Glu, 5656754]
[folio, [95.0, 71.0, 711.0, 36.0], 8btCT82Glu, 5656754]
[headline, [313.0, 125.0, 999.0, 67.5], shoonya_18sS6XKOZA9TA6, 5656754]
[author, [530.0, 244.0, 591.0, 36.0], shoonya_12sS4ODJH4XSYN, 5656754]
[section-title, [59.0, 326.0, 256.0, 52.5], DdbRZ0-4ZJ, 5656754]
[paragraph, [846.0, 332.0, 417.0, 36.0], shoonya_10sF7KLELK4HP3, 5656754]
[paragraph, [842.0, 403.0, 707.0, 36.0], shoonya_3sS451EDLXB94N, 5656754]
[paragraph, [842.0, 439.0, 707.0, 36.0], shoonya_3sS451EDLXB94N, 5656754]
[paragraph, [842.0, 475.0, 707.0, 36.0], shoonya_3sS451EDLXB94N, 5656754]
[paragraph, [842.0, 511.0, 707.0, 36.0], shoonya_3sS451EDLXB94N, 5656754]
[paragraph, [842.0, 547.0, 707.0, 36.0], shoonya_3sS451EDLXB94N, 5656754]
[paragraph, [842.0, 583.0, 707.0, 36.0], shoonya_3sS451EDLXB94N, 5656754]
[paragraph, [842.0, 619.0, 707.0, 36.0], shoonya_3sS451EDLXB94N, 5656754]
[paragraph, [842.0, 655.0, 707.0, 36.0], shoonya_3sS451EDLXB94N, 5656754]
[paragraph, [842.0, 691.0, 707.0, 36.0], shoonya_3sS451EDLXB94N, 5656754]
[paragraph, [98.0, 407.0, 702.0, 36.0], shoonya_4s2H9VPXIG0Q8J, 5656754]
[paragraph, [98.0, 443.0, 702.0, 36.0], shoonya_4s2H9VPXIG0Q8J, 5656754]
[paragraph, [98.0, 479.0, 702.0, 36.0], shoonya_4s2H9VPXIG0Q8J, 5656754]
[paragraph, [98.0, 515.0, 702.0, 36.0], shoonya_4s2H9VPXIG0Q8J, 5656754]
[paragraph, [98.0, 551.0, 702.0, 36.0], shoonya_4s2H9VPXIG0Q8J, 5656754]
[paragraph, [98.0, 587.0, 702.0, 36.0], shoonya_4s2H9VPXIG0Q8J, 5656754]
[paragraph, [98.0, 749.0, 699.0, 36.0], shoonya_1sG8S7FC2ZUH3Y, 5656754]
[paragraph, [98.0, 785.0, 699.0, 36.0], shoonya_1sG8S7FC2ZUH3Y, 5656754]
[paragraph, [98.0, 821.0, 699.0, 36.0], shoonya_1sG8S7FC2ZUH3Y, 5656754]
[paragraph, [98.0, 857.0, 699.0, 36.0], shoonya_1sG8S7FC2ZUH3Y, 5656754]
[paragraph, [98.0, 893.0, 699.0, 36.0], shoonya_1sG8S7FC2ZUH3Y, 5656754]
[paragraph, [98.0, 929.0, 699.0, 36.0], shoonya_1sG8S7FC2ZUH3Y, 5656754]
[paragraph, [98.0, 965.0, 699.0, 36.0], shoonya_1sG8S7FC2ZUH3Y, 5656754]
[paragraph, [98.0, 1001.0, 699.0, 36.0], shoonya_1sG8S7FC2ZUH3Y, 5656754]
[paragraph, [844.0, 841.0, 703.0, 36.0], shoonya_23s4P9DCQY2XW5, 5656754]
[paragraph, [844.0, 877.0, 703.0, 36.0], shoonya_23s4P9DCQY2XW5, 5656754]
[paragraph, [844.0, 913.0, 703.0, 36.0], shoonya_23s4P9DCQY2XW5, 5656754]
[paragraph, [844.0, 949.0, 703.0, 36.0], shoonya_23s4P9DCQY2XW5, 5656754]
[paragraph, [844.0, 985.0, 703.0, 36.0], shoonya_23s4P9DCQY2XW5, 5656754]
[paragraph, [844.0, 1021.0, 703.0, 36.0], shoonya_23s4P9DCQY2XW5, 5656754]
[paragraph, [76.0, 1062.0, 736.0, 36.0], shoonya_8sAEEC58KQL9AG, 5656754]
[paragraph, [76.0, 1098.0, 736.0, 36.0], shoonya_8sAEEC58KQL9AG, 5656754]
[paragraph, [76.0, 1134.0, 736.0, 36.0], shoonya_8sAEEC58KQL9AG, 5656754]
[paragraph, [76.0, 1170.0, 736.0, 36.0], shoonya_8sAEEC58KQL9AG, 5656754]
[paragraph, [76.0, 1206.0, 736.0, 36.0], shoonya_8sAEEC58KQL9AG, 5656754]
[paragraph, [76.0, 1242.0, 736.0, 36.0], shoonya_8sAEEC58KQL9AG, 5656754]
[paragraph, [76.0, 1278.0, 736.0, 36.0], shoonya_8sAEEC58KQL9AG, 5656754]
[paragraph, [843.0, 1179.0, 705.0, 36.0], shoonya_2sT2LRVMX8C7LW, 5656754]
[paragraph, [843.0, 1215.0, 705.0, 36.0], shoonya_2sT2LRVMX8C7LW, 5656754]
[paragraph, [843.0, 1251.0, 705.0, 36.0], shoonya_2sT2LRVMX8C7LW, 5656754]
[paragraph, [843.0, 1287.0, 705.0, 36.0], shoonya_2sT2LRVMX8C7LW, 5656754]
[paragraph, [843.0, 1323.0, 705.0, 36.0], shoonya_2sT2LRVMX8C7LW, 5656754]
[paragraph, [843.0, 1359.0, 705.0, 36.0], shoonya_2sT2LRVMX8C7LW, 5656754]
[paragraph, [843.0, 1395.0, 705.0, 36.0], shoonya_2sT2LRVMX8C7LW, 5656754]
[paragraph, [843.0, 1431.0, 705.0, 36.0], shoonya_2sT2LRVMX8C7LW, 5656754]
[paragraph, [93.0, 1340.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [93.0, 1376.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [93.0, 1412.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [93.0, 1448.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [93.0, 1484.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [93.0, 1520.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [93.0, 1556.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [93.0, 1592.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [93.0, 1628.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [93.0, 1664.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [93.0, 1700.0, 706.0, 36.0], shoonya_0sBDDPKKLBD13D, 5656754]
[paragraph, [843.0, 1564.0, 706.0, 36.0], shoonya_5sAE6IUX194Z3Z, 5656754]
[paragraph, [843.0, 1600.0, 706.0, 36.0], shoonya_5sAE6IUX194Z3Z, 5656754]
[paragraph, [843.0, 1636.0, 706.0, 36.0], shoonya_5sAE6IUX194Z3Z, 5656754]
[paragraph, [843.0, 1672.0, 706.0, 36.0], shoonya_5sAE6IUX194Z3Z, 5656754]
[paragraph, [843.0, 1708.0, 706.0, 36.0], shoonya_5sAE6IUX194Z3Z, 5656754]
[paragraph, [843.0, 1744.0, 706.0, 36.0], shoonya_5sAE6IUX194Z3Z, 5656754]
[paragraph, [843.0, 1780.0, 706.0, 36.0], shoonya_5sAE6IUX194Z3Z, 5656754]
[paragraph, [843.0, 1816.0, 706.0, 36.0], shoonya_5sAE6IUX194Z3Z, 5656754]
[paragraph, [843.0, 1852.0, 706.0, 36.0], shoonya_5sAE6IUX194Z3Z, 5656754]
