[1388, 886]
[folio, [363.0, 71.0, 182.0, 18.0], shoonya_2s9SNVK6KAFSXW, 5742414]
[folio, [363.0, 89.0, 182.0, 18.0], shoonya_2s9SNVK6KAFSXW, 5742414]
[paragraph, [450.0, 124.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 142.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 160.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 178.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 196.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 214.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 232.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 250.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 268.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 286.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 304.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 322.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 340.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 358.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 376.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 394.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 412.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 430.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 448.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 466.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 484.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 502.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 520.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 538.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 556.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 574.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 592.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 610.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 628.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 646.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 664.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 682.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 700.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 718.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 736.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 754.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 772.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 790.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 808.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 826.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 844.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 862.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 880.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 898.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 916.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 934.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 952.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 970.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 988.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 1006.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 1024.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 1042.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 1060.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 1078.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [450.0, 1096.0, 410.0, 18.0], -PgEt8yvvc, 5742414]
[paragraph, [38.0, 127.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 145.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 163.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 181.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 199.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 217.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 235.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
[paragraph, [38.0, 253.0, 400.0, 18.0], shoonya_0sSEYU0I8HH4RM, 5742414]
