[2338, 1654]
[paragraph, [384.0, 187.0, 359.0, 36.0], pEjdR00d7j, 5753888]
[author, [995.0, 194.0, 377.0, 36.0], c5nQ255Btx, 5753888]
[paragraph, [188.0, 255.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 291.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 327.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 363.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 399.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 435.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 471.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 507.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 543.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 579.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 615.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 651.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 687.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 723.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 759.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 795.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 831.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 867.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 903.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 939.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 975.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1011.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1047.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1083.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1119.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1155.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1191.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1227.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1263.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1299.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1335.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1371.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1407.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1443.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1479.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1515.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1551.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1587.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1623.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1659.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1695.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1731.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [188.0, 1767.0, 1277.0, 36.0], shoonya_0sXG1JYQ5LORBT, 5753888]
[paragraph, [325.0, 1835.0, 891.0, 36.0], shoonya_2sL0AIU1YSX5NS, 5753888]
[paragraph, [325.0, 1871.0, 891.0, 36.0], shoonya_2sL0AIU1YSX5NS, 5753888]
[paragraph, [325.0, 1907.0, 891.0, 36.0], shoonya_2sL0AIU1YSX5NS, 5753888]
[paragraph, [328.0, 1967.0, 740.0, 36.0], shoonya_3sLE2IC36QKXHH, 5753888]
[paragraph, [328.0, 2003.0, 740.0, 36.0], shoonya_3sLE2IC36QKXHH, 5753888]
[paragraph, [328.0, 2039.0, 740.0, 36.0], shoonya_3sLE2IC36QKXHH, 5753888]
