[842, 596]
[chapter-title, [194.0, 62.0, 195.0, 30.0], shoonya_0sPH66TJ3HSLN6, 5780286]
[ordered-list, [57.0, 111.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 129.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 147.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 165.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 183.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 201.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 219.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 237.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 255.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 273.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 291.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 309.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 327.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 345.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 363.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 381.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 399.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 417.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 435.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 453.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 471.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 489.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 507.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 525.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 543.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 561.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 579.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 597.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 615.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 633.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 651.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 669.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 687.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 705.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 723.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[ordered-list, [57.0, 741.0, 494.0, 18.0], FaN0E7G4o8, 5780286]
[sub-ordered-list, [78.0, 442.0, 471.0, 18.0], Qb0XLG2ut1, 5780286]
[sub-ordered-list, [78.0, 460.0, 471.0, 18.0], Qb0XLG2ut1, 5780286]
[sub-ordered-list, [78.0, 478.0, 471.0, 18.0], Qb0XLG2ut1, 5780286]
[website-link, [371.0, 736.0, 123.0, 18.0], FNMwAj8WQN, 5780286]
