[874, 612]
[section-title, [236.0, 40.0, 124.0, 30.0], u9PBZQHSW8, 6460244]
[paragraph, [108.0, 96.0, 299.0, 18.0], shoonya_0sDOFQQLMAEBV8, 6460244]
[paragraph, [108.0, 114.0, 299.0, 18.0], shoonya_0sDOFQQLMAEBV8, 6460244]
[paragraph, [108.0, 132.0, 299.0, 18.0], shoonya_0sDOFQQLMAEBV8, 6460244]
[paragraph, [108.0, 150.0, 299.0, 18.0], shoonya_0sDOFQQLMAEBV8, 6460244]
[paragraph, [108.0, 168.0, 299.0, 18.0], shoonya_0sDOFQQLMAEBV8, 6460244]
[paragraph, [108.0, 186.0, 299.0, 18.0], shoonya_0sDOFQQLMAEBV8, 6460244]
[paragraph, [108.0, 204.0, 299.0, 18.0], shoonya_0sDOFQQLMAEBV8, 6460244]
[paragraph, [114.0, 249.0, 299.0, 18.0], lv1N2IARPG, 6460244]
[paragraph, [114.0, 267.0, 299.0, 18.0], lv1N2IARPG, 6460244]
[paragraph, [114.0, 285.0, 299.0, 18.0], lv1N2IARPG, 6460244]
[paragraph, [114.0, 303.0, 299.0, 18.0], lv1N2IARPG, 6460244]
[paragraph, [114.0, 321.0, 299.0, 18.0], lv1N2IARPG, 6460244]
[paragraph, [114.0, 339.0, 299.0, 18.0], lv1N2IARPG, 6460244]
[paragraph, [114.0, 357.0, 299.0, 18.0], lv1N2IARPG, 6460244]
[paragraph, [116.0, 399.0, 307.0, 18.0], gm0vMuObsr, 6460244]
[paragraph, [116.0, 417.0, 307.0, 18.0], gm0vMuObsr, 6460244]
[paragraph, [116.0, 435.0, 307.0, 18.0], gm0vMuObsr, 6460244]
[paragraph, [116.0, 453.0, 307.0, 18.0], gm0vMuObsr, 6460244]
[paragraph, [116.0, 471.0, 307.0, 18.0], gm0vMuObsr, 6460244]
[paragraph, [116.0, 489.0, 307.0, 18.0], gm0vMuObsr, 6460244]
[paragraph, [116.0, 507.0, 307.0, 18.0], gm0vMuObsr, 6460244]
[paragraph, [121.0, 562.0, 296.0, 18.0], aKygiBKjyD, 6460244]
[paragraph, [121.0, 580.0, 296.0, 18.0], aKygiBKjyD, 6460244]
[paragraph, [121.0, 598.0, 296.0, 18.0], aKygiBKjyD, 6460244]
[paragraph, [121.0, 616.0, 296.0, 18.0], aKygiBKjyD, 6460244]
[paragraph, [121.0, 634.0, 296.0, 18.0], aKygiBKjyD, 6460244]
[paragraph, [121.0, 652.0, 296.0, 18.0], aKygiBKjyD, 6460244]
[paragraph, [121.0, 670.0, 296.0, 18.0], aKygiBKjyD, 6460244]
[paragraph, [122.0, 714.0, 308.0, 18.0], H3aIjSW4sT, 6460244]
[paragraph, [122.0, 732.0, 308.0, 18.0], H3aIjSW4sT, 6460244]
[paragraph, [122.0, 750.0, 308.0, 18.0], H3aIjSW4sT, 6460244]
[paragraph, [122.0, 768.0, 308.0, 18.0], H3aIjSW4sT, 6460244]
[paragraph, [122.0, 786.0, 308.0, 18.0], H3aIjSW4sT, 6460244]
[paragraph, [122.0, 804.0, 308.0, 18.0], H3aIjSW4sT, 6460244]
[paragraph, [122.0, 822.0, 308.0, 18.0], H3aIjSW4sT, 6460244]
