[886, 1282]
[section-title, [48.0, 86.0, 640.0, 30.0], shoonya_3s8KMGIWEFTV39, 5719560]
[section-title, [48.0, 116.0, 640.0, 30.0], shoonya_3s8KMGIWEFTV39, 5719560]
[paragraph, [731.0, 187.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 205.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 223.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 241.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 259.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 277.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 295.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 313.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 331.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 349.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 367.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 385.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 403.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 421.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [731.0, 439.0, 312.0, 18.0], shoonya_8sDSIT7ZYC72SU, 5719560]
[paragraph, [192.0, 201.0, 224.0, 18.0], shoonya_2sPK4GJTYSEWBF, 5719560]
[paragraph, [192.0, 219.0, 224.0, 18.0], shoonya_2sPK4GJTYSEWBF, 5719560]
[paragraph, [192.0, 237.0, 224.0, 18.0], shoonya_2sPK4GJTYSEWBF, 5719560]
[paragraph, [192.0, 255.0, 224.0, 18.0], shoonya_2sPK4GJTYSEWBF, 5719560]
[paragraph, [192.0, 273.0, 224.0, 18.0], shoonya_2sPK4GJTYSEWBF, 5719560]
[paragraph, [192.0, 291.0, 224.0, 18.0], shoonya_2sPK4GJTYSEWBF, 5719560]
[paragraph, [192.0, 309.0, 224.0, 18.0], shoonya_2sPK4GJTYSEWBF, 5719560]
[paragraph, [192.0, 327.0, 224.0, 18.0], shoonya_2sPK4GJTYSEWBF, 5719560]
[paragraph, [192.0, 345.0, 224.0, 18.0], shoonya_2sPK4GJTYSEWBF, 5719560]
[paragraph, [49.0, 422.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 440.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 458.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 476.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 494.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 512.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 530.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 548.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 566.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 584.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 602.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 620.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [49.0, 638.0, 304.0, 18.0], iA45NbVyH2, 5719560]
[paragraph, [659.0, 572.0, 508.0, 18.0], O4erOwRQYP, 5719560]
[paragraph, [659.0, 590.0, 508.0, 18.0], O4erOwRQYP, 5719560]
[paragraph, [659.0, 608.0, 508.0, 18.0], O4erOwRQYP, 5719560]
[paragraph, [659.0, 626.0, 508.0, 18.0], O4erOwRQYP, 5719560]
[website-link, [665.0, 602.0, 225.0, 18.0], UXqWWAf0qX, 5719560]
[contact-info, [20.0, 721.0, 423.0, 18.0], z2djnyrxIm, 5719560]
[contact-info, [20.0, 739.0, 423.0, 18.0], z2djnyrxIm, 5719560]
[contact-info, [20.0, 757.0, 423.0, 18.0], z2djnyrxIm, 5719560]
[contact-info, [20.0, 775.0, 423.0, 18.0], z2djnyrxIm, 5719560]
[contact-info, [20.0, 793.0, 423.0, 18.0], z2djnyrxIm, 5719560]
[contact-info, [20.0, 811.0, 423.0, 18.0], z2djnyrxIm, 5719560]
[contact-info, [20.0, 829.0, 423.0, 18.0], z2djnyrxIm, 5719560]
[figure-caption, [600.0, 733.0, 620.0, 18.0], fklKYmhgBh, 5719560]
[figure-caption, [600.0, 751.0, 620.0, 18.0], fklKYmhgBh, 5719560]
[figure-caption, [600.0, 769.0, 620.0, 18.0], fklKYmhgBh, 5719560]
[website-link, [46.0, 788.0, 312.0, 18.0], kWmnE-Z1q_, 5719560]
[contact-info, [596.0, 800.0, 638.0, 18.0], YCRwC4Xxmf, 5719560]
[contact-info, [596.0, 818.0, 638.0, 18.0], YCRwC4Xxmf, 5719560]
[website-link, [46.0, 821.0, 239.0, 18.0], faMIU-vQjT, 5719560]
[contact-info, [710.0, 834.0, 114.0, 18.0], shoonya_6sS62LAR2AW6L2, 5719560]
