[1684, 1191]
[section-title, [260.0, 272.0, 571.0, 49.5], snrxkdryi0, 6463603]
[ordered-list, [87.0, 345.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 381.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 417.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 453.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 489.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 525.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 561.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 597.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 633.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 669.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 705.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 741.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 777.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 813.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 849.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 885.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 921.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 957.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 993.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1029.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1065.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1101.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1137.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1173.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1209.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1245.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1281.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1317.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1353.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[ordered-list, [87.0, 1389.0, 920.0, 36.0], Ya5Q5G5QES, 6463603]
[footnote, [98.0, 1427.0, 902.0, 36.0], 6qnI9DYBCX, 6463603]
[footnote, [98.0, 1463.0, 902.0, 36.0], 6qnI9DYBCX, 6463603]
[footnote, [98.0, 1499.0, 902.0, 36.0], 6qnI9DYBCX, 6463603]
[footnote, [98.0, 1535.0, 902.0, 36.0], 6qnI9DYBCX, 6463603]
[footnote, [98.0, 1571.0, 902.0, 36.0], 6qnI9DYBCX, 6463603]
