[1536, 1123]
[section-title, [87.0, 74.0, 364.0, 49.5], shoonya_5s2S759GGWHRFF, 5722280]
[author, [754.0, 100.0, 280.0, 36.0], shoonya_6s6PYV8L0JTXZN, 5722280]
[paragraph, [100.0, 181.0, 934.0, 36.0], shoonya_0s30MWEEVETH90, 5722280]
[paragraph, [100.0, 217.0, 934.0, 36.0], shoonya_0s30MWEEVETH90, 5722280]
[paragraph, [100.0, 253.0, 934.0, 36.0], shoonya_0s30MWEEVETH90, 5722280]
[paragraph, [100.0, 289.0, 934.0, 36.0], shoonya_0s30MWEEVETH90, 5722280]
[paragraph, [100.0, 325.0, 934.0, 36.0], shoonya_0s30MWEEVETH90, 5722280]
[paragraph, [100.0, 361.0, 934.0, 36.0], shoonya_0s30MWEEVETH90, 5722280]
[paragraph, [102.0, 436.0, 929.0, 36.0], shoonya_4s69M6NYYY5QR3, 5722280]
[paragraph, [102.0, 472.0, 929.0, 36.0], shoonya_4s69M6NYYY5QR3, 5722280]
[paragraph, [102.0, 508.0, 929.0, 36.0], shoonya_4s69M6NYYY5QR3, 5722280]
[paragraph, [102.0, 544.0, 929.0, 36.0], shoonya_4s69M6NYYY5QR3, 5722280]
[paragraph, [102.0, 580.0, 929.0, 36.0], shoonya_4s69M6NYYY5QR3, 5722280]
[paragraph, [102.0, 616.0, 929.0, 36.0], shoonya_4s69M6NYYY5QR3, 5722280]
[paragraph, [101.0, 667.0, 929.0, 36.0], shoonya_3sXYDJ7XJZO72C, 5722280]
[paragraph, [101.0, 703.0, 929.0, 36.0], shoonya_3sXYDJ7XJZO72C, 5722280]
[paragraph, [101.0, 739.0, 929.0, 36.0], shoonya_3sXYDJ7XJZO72C, 5722280]
[paragraph, [101.0, 775.0, 929.0, 36.0], shoonya_3sXYDJ7XJZO72C, 5722280]
[paragraph, [101.0, 811.0, 929.0, 36.0], shoonya_3sXYDJ7XJZO72C, 5722280]
[paragraph, [101.0, 847.0, 929.0, 36.0], shoonya_3sXYDJ7XJZO72C, 5722280]
[paragraph, [101.0, 883.0, 929.0, 36.0], shoonya_3sXYDJ7XJZO72C, 5722280]
[paragraph, [101.0, 919.0, 929.0, 36.0], shoonya_3sXYDJ7XJZO72C, 5722280]
[paragraph, [100.0, 965.0, 935.0, 36.0], shoonya_2sI6P66P43Q87O, 5722280]
[paragraph, [100.0, 1001.0, 935.0, 36.0], shoonya_2sI6P66P43Q87O, 5722280]
[paragraph, [100.0, 1037.0, 935.0, 36.0], shoonya_2sI6P66P43Q87O, 5722280]
[paragraph, [100.0, 1073.0, 935.0, 36.0], shoonya_2sI6P66P43Q87O, 5722280]
[paragraph, [100.0, 1109.0, 935.0, 36.0], shoonya_2sI6P66P43Q87O, 5722280]
[paragraph, [100.0, 1145.0, 935.0, 36.0], shoonya_2sI6P66P43Q87O, 5722280]
