[2339, 1654]
[paragraph, [146.0, 229.0, 1367.0, 36.0], shoonya_0sY4O73F421RF9, 5752545]
[paragraph, [146.0, 265.0, 1367.0, 36.0], shoonya_0sY4O73F421RF9, 5752545]
[paragraph, [146.0, 301.0, 1367.0, 36.0], shoonya_0sY4O73F421RF9, 5752545]
[paragraph, [146.0, 337.0, 1367.0, 36.0], shoonya_0sY4O73F421RF9, 5752545]
[paragraph, [146.0, 373.0, 1367.0, 36.0], shoonya_0sY4O73F421RF9, 5752545]
[paragraph, [146.0, 409.0, 1367.0, 36.0], shoonya_0sY4O73F421RF9, 5752545]
[paragraph, [146.0, 445.0, 1367.0, 36.0], shoonya_0sY4O73F421RF9, 5752545]
[paragraph, [146.0, 481.0, 1367.0, 36.0], shoonya_0sY4O73F421RF9, 5752545]
[paragraph, [146.0, 581.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 617.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 653.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 689.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 725.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 761.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 797.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 833.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 869.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 905.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 941.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 977.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 1013.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 1049.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 1085.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 1121.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 1157.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 1193.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [146.0, 1229.0, 1374.0, 36.0], shoonya_1sD5TR8RQMWEWQ, 5752545]
[paragraph, [144.0, 1342.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1378.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1414.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1450.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1486.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1522.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1558.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1594.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1630.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1666.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1702.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1738.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1774.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1810.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1846.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1882.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
[paragraph, [144.0, 1918.0, 1370.0, 36.0], iFgfjNBUBO, 5752545]
