[3060, 3960]
[section-title, [74.0, 490.0, 822.0, 93.0], X_b7zz-uED, 5695276]
[section-title, [74.0, 583.0, 822.0, 93.0], X_b7zz-uED, 5695276]
[unordered-list, [102.0, 806.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 858.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 911.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 963.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1016.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1068.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1121.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1173.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1226.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1278.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1331.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1383.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1436.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1488.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1541.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1593.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1646.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1698.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1751.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1803.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1856.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1908.5, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[unordered-list, [102.0, 1961.0, 1282.0, 52.5], shoonya_3sF7SZ52X93K5X, 5695276]
[folio, [1333.0, 2435.0, 1199.0, 52.5], ZQjYZ1ypwv, 5695276]
[folio, [1333.0, 2487.5, 1199.0, 52.5], ZQjYZ1ypwv, 5695276]
[folio, [1333.0, 2540.0, 1199.0, 52.5], ZQjYZ1ypwv, 5695276]
[folio, [1333.0, 2592.5, 1199.0, 52.5], ZQjYZ1ypwv, 5695276]
