[1448, 2048]
[headline, [136.0, 262.0, 1500.0, 25.5], shoonya_2sQNADKCZEL92B, 6473839]
[headline, [136.0, 287.5, 1500.0, 25.5], shoonya_2sQNADKCZEL92B, 6473839]
[headline, [136.0, 313.0, 1500.0, 25.5], shoonya_2sQNADKCZEL92B, 6473839]
[headline, [136.0, 338.5, 1500.0, 25.5], shoonya_2sQNADKCZEL92B, 6473839]
[headline, [136.0, 364.0, 1500.0, 25.5], shoonya_2sQNADKCZEL92B, 6473839]
[headline, [136.0, 389.5, 1500.0, 25.5], shoonya_2sQNADKCZEL92B, 6473839]
[headline, [136.0, 415.0, 1500.0, 25.5], shoonya_2sQNADKCZEL92B, 6473839]
[headline, [136.0, 440.5, 1500.0, 25.5], shoonya_2sQNADKCZEL92B, 6473839]
[unordered-list, [122.0, 495.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 513.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 531.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 549.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 567.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 585.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 603.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 621.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 639.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 657.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 675.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 693.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 711.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 729.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 747.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 765.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 783.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 801.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 819.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 837.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 855.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 873.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 891.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 909.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 927.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 945.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 963.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 981.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 999.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 1017.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 1035.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 1053.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 1071.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 1089.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 1107.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 1125.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 1143.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[unordered-list, [122.0, 1161.0, 1790.0, 18.0], shoonya_3sKFTJYRN4INZ1, 6473839]
[folio, [496.0, 1288.0, 806.0, 18.0], shoonya_1sPN6PSE6F51YW, 6473839]
[folio, [496.0, 1306.0, 806.0, 18.0], shoonya_1sPN6PSE6F51YW, 6473839]
[folio, [496.0, 1324.0, 806.0, 18.0], shoonya_1sPN6PSE6F51YW, 6473839]
