[2334, 1650]
[paragraph, [279.0, 165.0, 1151.0, 36.0], shoonya_2sW4WKMZQARTO7, 5652204]
[paragraph, [279.0, 201.0, 1151.0, 36.0], shoonya_2sW4WKMZQARTO7, 5652204]
[paragraph, [279.0, 237.0, 1151.0, 36.0], shoonya_2sW4WKMZQARTO7, 5652204]
[paragraph, [279.0, 273.0, 1151.0, 36.0], shoonya_2sW4WKMZQARTO7, 5652204]
[paragraph, [286.0, 338.0, 1143.0, 36.0], shoonya_1s39ZRWWSBK7VM, 5652204]
[paragraph, [286.0, 374.0, 1143.0, 36.0], shoonya_1s39ZRWWSBK7VM, 5652204]
[paragraph, [286.0, 410.0, 1143.0, 36.0], shoonya_1s39ZRWWSBK7VM, 5652204]
[paragraph, [286.0, 446.0, 1143.0, 36.0], shoonya_1s39ZRWWSBK7VM, 5652204]
[paragraph, [286.0, 482.0, 1143.0, 36.0], shoonya_1s39ZRWWSBK7VM, 5652204]
[paragraph, [286.0, 518.0, 1143.0, 36.0], shoonya_1s39ZRWWSBK7VM, 5652204]
[paragraph, [286.0, 554.0, 1143.0, 36.0], shoonya_1s39ZRWWSBK7VM, 5652204]
[paragraph, [286.0, 590.0, 1143.0, 36.0], shoonya_1s39ZRWWSBK7VM, 5652204]
[paragraph, [291.0, 622.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 658.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 694.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 730.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 766.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 802.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 838.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 874.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 910.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 946.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 982.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 1018.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 1054.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 1090.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [291.0, 1126.0, 1148.0, 36.0], shoonya_0sTVYPXH0NJWI4, 5652204]
[paragraph, [265.0, 1192.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1228.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1264.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1300.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1336.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1372.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1408.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1444.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1480.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1516.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1552.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [265.0, 1588.0, 1178.0, 36.0], shoonya_3sJ6JINI7R2JXQ, 5652204]
[paragraph, [269.0, 1647.0, 1166.0, 36.0], shoonya_4s9P6VF0ID0JDW, 5652204]
[paragraph, [269.0, 1683.0, 1166.0, 36.0], shoonya_4s9P6VF0ID0JDW, 5652204]
[paragraph, [269.0, 1719.0, 1166.0, 36.0], shoonya_4s9P6VF0ID0JDW, 5652204]
[paragraph, [269.0, 1755.0, 1166.0, 36.0], shoonya_4s9P6VF0ID0JDW, 5652204]
[paragraph, [269.0, 1791.0, 1166.0, 36.0], shoonya_4s9P6VF0ID0JDW, 5652204]
[paragraph, [269.0, 1827.0, 1166.0, 36.0], shoonya_4s9P6VF0ID0JDW, 5652204]
[paragraph, [288.0, 1872.0, 1124.0, 36.0], shoonya_5sAJOGBEBW2GI1, 5652204]
[paragraph, [288.0, 1908.0, 1124.0, 36.0], shoonya_5sAJOGBEBW2GI1, 5652204]
[paragraph, [288.0, 1944.0, 1124.0, 36.0], shoonya_5sAJOGBEBW2GI1, 5652204]
[paragraph, [288.0, 1980.0, 1124.0, 36.0], shoonya_5sAJOGBEBW2GI1, 5652204]
[folio, [350.0, 2090.0, 352.0, 36.0], -MwiYwmPSA, 5652204]
