[2339, 1656]
[paragraph, [834.0, 118.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 154.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 190.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 226.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 262.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 298.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 334.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 370.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 406.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 442.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 478.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 514.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 550.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [834.0, 586.0, 711.0, 36.0], shoonya_6s7AJHSXBZZNVR, 5749831]
[paragraph, [93.0, 122.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [93.0, 158.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [93.0, 194.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [93.0, 230.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [93.0, 266.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [93.0, 302.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [93.0, 338.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [93.0, 374.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [93.0, 410.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [93.0, 446.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [93.0, 482.0, 709.0, 36.0], shoonya_5s8MQQ5ASGEFIR, 5749831]
[paragraph, [91.0, 552.0, 709.0, 36.0], lYCW1SAu7t, 5749831]
[paragraph, [91.0, 588.0, 709.0, 36.0], lYCW1SAu7t, 5749831]
[paragraph, [78.0, 657.0, 728.0, 36.0], qyGBawkZjA, 5749831]
[paragraph, [78.0, 693.0, 728.0, 36.0], qyGBawkZjA, 5749831]
[paragraph, [838.0, 657.0, 701.0, 36.0], shoonya_7sWY1DXFL4MVLP, 5749831]
[paragraph, [838.0, 693.0, 701.0, 36.0], shoonya_7sWY1DXFL4MVLP, 5749831]
[paragraph, [838.0, 729.0, 701.0, 36.0], shoonya_7sWY1DXFL4MVLP, 5749831]
[paragraph, [78.0, 765.0, 728.0, 36.0], DwOQFBMzWg, 5749831]
[paragraph, [78.0, 801.0, 728.0, 36.0], DwOQFBMzWg, 5749831]
[paragraph, [836.0, 767.0, 718.0, 36.0], iyOufRn4U9, 5749831]
[paragraph, [836.0, 803.0, 718.0, 36.0], iyOufRn4U9, 5749831]
[paragraph, [832.0, 873.0, 718.0, 36.0], Mn9r61z_wU, 5749831]
[paragraph, [832.0, 909.0, 718.0, 36.0], Mn9r61z_wU, 5749831]
[paragraph, [99.0, 979.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1015.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1051.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1087.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1123.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1159.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1195.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1231.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1267.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1303.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1339.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1375.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1411.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1447.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1483.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1519.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1555.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1591.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1627.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1663.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1699.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1735.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1771.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1807.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1843.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1879.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1915.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1951.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [99.0, 1987.0, 708.0, 36.0], shoonya_0sJTYEIPC8S1V8, 5749831]
[paragraph, [838.0, 979.0, 718.0, 36.0], ag3C8Jo4Dp, 5749831]
[paragraph, [838.0, 1015.0, 718.0, 36.0], ag3C8Jo4Dp, 5749831]
[paragraph, [875.0, 1085.0, 682.0, 36.0], GCjbdLR5nO, 5749831]
