[2339, 1653]
[paragraph, [217.0, 192.0, 1214.0, 36.0], shoonya_1s3ODM19A08FOA, 5753247]
[paragraph, [217.0, 228.0, 1214.0, 36.0], shoonya_1s3ODM19A08FOA, 5753247]
[paragraph, [217.0, 264.0, 1214.0, 36.0], shoonya_1s3ODM19A08FOA, 5753247]
[paragraph, [217.0, 300.0, 1214.0, 36.0], shoonya_1s3ODM19A08FOA, 5753247]
[paragraph, [217.0, 336.0, 1214.0, 36.0], shoonya_1s3ODM19A08FOA, 5753247]
[paragraph, [217.0, 372.0, 1214.0, 36.0], shoonya_1s3ODM19A08FOA, 5753247]
[paragraph, [217.0, 408.0, 1214.0, 36.0], shoonya_1s3ODM19A08FOA, 5753247]
[paragraph, [216.0, 443.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 479.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 515.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 551.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 587.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 623.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 659.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 695.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 731.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 767.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 803.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 839.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 875.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 911.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 947.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 983.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1019.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1055.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1091.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1127.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1163.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1199.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1235.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1271.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1307.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1343.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1379.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [216.0, 1415.0, 1209.0, 36.0], shoonya_3sIM0SEGL44QTP, 5753247]
[paragraph, [222.0, 1465.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1501.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1537.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1573.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1609.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1645.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1681.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1717.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1753.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1789.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1825.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1861.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1897.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1933.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 1969.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 2005.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
[paragraph, [222.0, 2041.0, 1209.0, 36.0], shoonya_0s74E1GNY55XT6, 5753247]
