[1370, 848]
[folio, [102.0, 59.0, 125.0, 18.0], ID7as-HmjW, 5781676]
[folio, [102.0, 77.0, 125.0, 18.0], ID7as-HmjW, 5781676]
[folio, [102.0, 95.0, 125.0, 18.0], ID7as-HmjW, 5781676]
[ordered-list, [88.0, 158.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 176.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 194.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 212.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 230.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 248.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 266.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 284.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 302.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 320.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 338.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 356.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 374.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 392.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 410.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 428.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 446.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 464.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 482.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 500.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 518.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 536.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 554.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 572.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 590.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 608.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 626.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 644.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 662.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 680.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[ordered-list, [88.0, 698.0, 681.0, 18.0], ePJJ5iE4DG, 5781676]
[sub-ordered-list, [95.0, 203.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 221.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 239.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 257.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 275.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 293.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 311.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 329.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 347.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 365.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 383.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 401.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 419.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 437.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 455.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 473.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 491.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 509.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 527.0, 664.0, 18.0], tmozu_AAPV, 5781676]
[sub-ordered-list, [95.0, 545.0, 664.0, 18.0], tmozu_AAPV, 5781676]
