[6000, 4167]
[folio, [1270.0, 619.0, 1713.0, 52.5], Lc-uFvzMN1, 5721819]
[folio, [1270.0, 671.5, 1713.0, 52.5], Lc-uFvzMN1, 5721819]
[folio, [1270.0, 724.0, 1713.0, 52.5], Lc-uFvzMN1, 5721819]
[paragraph, [572.0, 917.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 969.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1022.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1074.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1127.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1179.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1232.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1284.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1337.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1389.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1442.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1494.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1547.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1599.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1652.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1704.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1757.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1809.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1862.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1914.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 1967.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2019.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2072.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2124.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2177.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2229.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2282.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2334.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2387.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2439.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2492.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2544.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2597.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2649.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2702.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2754.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2807.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2859.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2912.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 2964.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3017.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3069.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3122.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3174.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3227.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3279.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3332.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3384.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3437.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3489.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3542.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3594.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3647.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3699.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3752.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3804.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3857.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3909.5, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
[paragraph, [572.0, 3962.0, 3026.0, 52.5], shoonya_0sMCHHZXMDH7VU, 5721819]
