[1388, 886]
[folio, [640.0, 48.0, 207.0, 18.0], GKQ5PnCQSM, 5742497]
[folio, [640.0, 66.0, 207.0, 18.0], GKQ5PnCQSM, 5742497]
[folio, [398.0, 52.0, 136.0, 18.0], shoonya_2sP7XG0F04YCYN, 5742497]
[paragraph, [449.0, 125.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 143.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 161.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 179.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 197.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 215.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 233.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 251.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 269.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 287.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 305.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 323.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 341.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 359.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 377.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 395.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 413.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 431.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 449.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 467.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 485.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 503.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 521.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 539.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 557.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 575.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 593.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 611.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [449.0, 629.0, 406.0, 18.0], shoonya_3sGRMRSB616U0R, 5742497]
[paragraph, [25.0, 130.0, 409.0, 18.0], shoonya_0sVLH4N7G1XUXY, 5742497]
[paragraph, [25.0, 148.0, 409.0, 18.0], shoonya_0sVLH4N7G1XUXY, 5742497]
[paragraph, [25.0, 166.0, 409.0, 18.0], shoonya_0sVLH4N7G1XUXY, 5742497]
[paragraph, [25.0, 184.0, 409.0, 18.0], shoonya_0sVLH4N7G1XUXY, 5742497]
[paragraph, [25.0, 202.0, 409.0, 18.0], shoonya_0sVLH4N7G1XUXY, 5742497]
[paragraph, [25.0, 220.0, 409.0, 18.0], shoonya_0sVLH4N7G1XUXY, 5742497]
[paragraph, [25.0, 238.0, 409.0, 18.0], shoonya_0sVLH4N7G1XUXY, 5742497]
[paragraph, [28.0, 271.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 289.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 307.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 325.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 343.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 361.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 379.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 397.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 415.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 433.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 451.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 469.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 487.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 505.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 523.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 541.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 559.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 577.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 595.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 613.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [28.0, 631.0, 402.0, 18.0], HefjZa3td1, 5742497]
[paragraph, [34.0, 662.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 680.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 698.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 716.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 734.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 752.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 770.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 788.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 806.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 824.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 842.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 860.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 878.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 896.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 914.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 932.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 950.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 968.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 986.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1004.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1022.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1040.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1058.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1076.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1094.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1112.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1130.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1148.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1166.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1184.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1202.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1220.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1238.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1256.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1274.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1292.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [34.0, 1310.0, 399.0, 18.0], GJtvoJlhPI, 5742497]
[paragraph, [454.0, 662.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 680.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 698.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 716.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 734.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 752.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 770.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 788.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 806.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
[paragraph, [454.0, 824.0, 404.0, 18.0], GdK3rFRgvX, 5742497]
